CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
4206	have	Ampari	sò	s ò	DB
4207	have	Bankan_Tey	yá só	j á 	DB
4208	have	Ben_Tey	yá só	j á 	DB
4209	have	Bunoge	bò sà	b ò 	DB
4210	have	Gourou	yɛ́ sá	j ɛ́ 	DB
4211	have	Jamsay_Douentza	sà	s à	DB
4212	have	Mombo	sá:	s áː	DB
4213	have	Najamba	jógò	dʒ ó ɡ ò	DB
4214	have	Nanga	yá sò	j á 	DB
4215	have	Penange	ɛ̀ⁿ sâⁿ	ɛ̀ⁿ 	DB
4216	have	Perge_Tegu	yá sà	j á 	DB
4217	have	Tebul_Ure	yé sɔ̀	j é 	DB
4218	have	Tiranige	sá	s á	DB
4219	have	Togo_Kan	sà	s à	DB
4220	have	Tommo_So	sɛ́	s ɛ́	DB
4221	have	Toro_Tegu	sá	s á	DB
4222	have	Yanda_Dom	yà zó	j à 	DB
4223	have	Yanda_Dom	zò	z ò	DB
4224	have	Yorno_So	yá sɛ̀	j á 	DB
4225	have ever VPed (experiential perfect suffix or aux)	Ampari	té	t é	DB
4226	have ever VPed (experiential perfect suffix or aux)	Ben_Tey	tâ	t â	DB
4227	have ever VPed (experiential perfect suffix or aux)	Bunoge	wɛ́lɛ̀: bò	w ɛ́ l ɛ̀ː 	DB
4228	have ever VPed (experiential perfect suffix or aux)	Jamsay_Douentza	tɛ́rɛ̀	t ɛ́ r ɛ̀	DB
4229	have ever VPed (experiential perfect suffix or aux)	Najamba	tár jò	t á r 	DB
4230	have ever VPed (experiential perfect suffix or aux)	Nanga	tá:só	t áː s ó	DB
4231	have ever VPed (experiential perfect suffix or aux)	Penange	té	t é	DB
4232	have ever VPed (experiential perfect suffix or aux)	Perge_Tegu	tɛ́sà	t ɛ́ s à	DB
4233	have ever VPed (experiential perfect suffix or aux)	Tebul_Ure	tɛ́rɛ́bì	t ɛ́ r ɛ́ b ì	DB
4234	have ever VPed (experiential perfect suffix or aux)	Tiranige	té	t é	DB
4235	have ever VPed (experiential perfect suffix or aux)	Tiranige	tèy	t è j	DB
4236	have ever VPed (experiential perfect suffix or aux)	Togo_Kan	tɛ́jɛ̀	t ɛ́ dʒ ɛ̀	DB
4237	have ever VPed (experiential perfect suffix or aux)	Tomo_Kan_Segue	cìnì	tʃ ì n ì	DB
4238	have ever VPed (experiential perfect suffix or aux)	Toro_Tegu	wâ:	w âː	DB
4239	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́bɛ̀	t ɛ́ r ɛ́ b ɛ̀	DB
4240	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́zò	t ɛ́ r ɛ́ z ò	DB
4241	have ever VPed (experiential perfect suffix or aux)	Yorno_So	tɛ́rɔ̀:	t ɛ́ r ɔ̀ː	DB
4242	have fun (verb only)	Bangime	sáŋà	s á ŋ à	DB,SW
4243	have fun (verb only)	Bankan_Tey	cɛ́mírⁿí	tʃ ɛ́ m í rⁿ í	DB,SW
4244	have fun (verb only)	Ben_Tey	cɛ́mnɛ́	tʃ ɛ́ m n ɛ́	DB,SW
4245	have fun (verb only)	Bunoge	mérálè	m é r á l è	DB,SW
4246	have fun (verb only)	Dogul_Dom	kɛ̀ndɛ́	k ɛ̀ n d ɛ́	DB,SW
4247	have fun (verb only)	Gourou	kɛ́rⁿíwⁿɛ́	k ɛ́ rⁿ í wⁿ ɛ́	DB,SW
4248	have fun (verb only)	Jamsay_Douentza	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ́ rⁿ ɛ́ wⁿ ɛ́	DB,SW
4249	have fun (verb only)	Jamsay_Mondoro	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ́ rⁿ ɛ́ wⁿ ɛ́	DB,SW
4250	have fun (verb only)	Mombo	mɛ̀rù mɛ́rɛ́	m ɛ̀ r ù 	DB,SW
4251	have fun (verb only)	Najamba	kélám	k é l á m	DB,SW
4252	have fun (verb only)	Nanga	kɛ́mírⁿí	k ɛ́ m í rⁿ í	DB,SW
4253	have fun (verb only)	Penange	mɛ́rɛ́	m ɛ́ r ɛ́	DB,SW
4254	have fun (verb only)	Perge_Tegu	kɛ́mnɛ́	k ɛ́ m n ɛ́	DB,SW
4255	have fun (verb only)	Tebul_Ure	cɛ́mné:	tʃ ɛ́ m n éː	DB,SW
4256	have fun (verb only)	Tiranige	nájó	n á dʒ ó	DB,SW
4257	have fun (verb only)	Togo_Kan	kɛ́nì:	k ɛ́ n ìː	DB,SW
4258	have fun (verb only)	Tommo_So	kílɛ́mɔ́	k í l ɛ́ m ɔ́	DB,SW
4259	have fun (verb only)	Toro_Tegu	cɛ́ná	tʃ ɛ́ n á	DB,SW
4260	have fun (verb only)	Toro_Tegu	cɛ́nú	tʃ ɛ́ n ú	DB,SW
4261	have fun (verb only)	Yanda_Dom	cɛ́mnálì	tʃ ɛ́ m n á l ì	DB,SW
4262	have fun (verb only)	Yanda_Dom	cɛ́mnɛ́	tʃ ɛ́ m n ɛ́	DB,SW
4263	have fun (verb only)	Yorno_So	yɔ̀gɔ́rɔ́	j ɔ̀ ɡ ɔ́ r ɔ́	DB,SW
4264	have fun (verb only)	Yorno_So	yɔ̀gúrú	j ɔ̀ ɡ ú r ú	DB,SW
4265	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ampari	tílí kánì	t í l í 	DB
4266	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ben_Tey	jɛ̀	dʒ ɛ̀	DB
4267	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Jamsay_Douentza	jɛ̀	dʒ ɛ̀	DB
4268	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Najamba	jɛ́	dʒ ɛ́	DB
4269	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Nanga	jɛ̀	dʒ ɛ̀	DB
4270	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Penange	dɛ́ŋgɛ́	d ɛ́ ŋ ɡ ɛ́	DB
4271	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Perge_Tegu	jɛ̀	dʒ ɛ̀	DB
4272	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tebul_Ure	dɛ̀	d ɛ̀	DB
4273	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tiranige	sɛ́	s ɛ́	DB
4274	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Togo_Kan	jɛ̂	dʒ ɛ̂	DB
4275	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tomo_Kan_Segue	jɛ̀	dʒ ɛ̀	DB
4276	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yanda_Dom	zɛ̀	z ɛ̀	DB
4277	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yorno_So	jɛ̀:	dʒ ɛ̀ː	DB
4278	have never VPed (experiential perfect negative)	Ampari	térí	t é r í	DB
4279	have never VPed (experiential perfect negative)	Ben_Tey	tàlí	t à l í	DB
4280	have never VPed (experiential perfect negative)	Bunoge	wɛ́lɛ̀: ʔórì	w ɛ́ l ɛ̀ː 	DB
4281	have never VPed (experiential perfect negative)	Jamsay_Douentza	tɛ̀lí	t ɛ̀ l í	DB
4282	have never VPed (experiential perfect negative)	Najamba	tárál	t á r á l	DB
4283	have never VPed (experiential perfect negative)	Nanga	tà:rí	t àː r í	DB
4284	have never VPed (experiential perfect negative)	Penange	tè:ndí	t èː n d í	DB
4285	have never VPed (experiential perfect negative)	Perge_Tegu	tɛ̀lí	t ɛ̀ l í	DB
4286	have never VPed (experiential perfect negative)	Tebul_Ure	tɛ̀ràlí	t ɛ̀ r à l í	DB
4287	have never VPed (experiential perfect negative)	Tiranige	té:nì	t éː n ì	DB
4288	have never VPed (experiential perfect negative)	Togo_Kan	tɛ̀lí	t ɛ̀ l í	DB
4289	have never VPed (experiential perfect negative)	Tomo_Kan_Segue	tàwⁿ	t à wⁿ	DB
4290	have never VPed (experiential perfect negative)	Toro_Tegu	wâ:lí	w âː l í	DB
4291	have never VPed (experiential perfect negative)	Yanda_Dom	tɛ́rálì	t ɛ́ r á l ì	DB
4292	have never VPed (experiential perfect negative)	Yorno_So	tɛ́rv́	t ɛ́ r v́	DB
4293	he doesn't have, he lacks	Ampari	sò:ndá	s òː n d á	DB
4294	he doesn't have, he lacks	Bankan_Tey	sóndó	s ó n d ó	DB
4295	he doesn't have, he lacks	Ben_Tey	sòló	s ò l ó	DB
4296	he doesn't have, he lacks	Bunoge	sà:ndà	s àː n d à	DB
4297	he doesn't have, he lacks	Jamsay_Douentza	sà:rá	s àː r á	DB
4298	he doesn't have, he lacks	Mombo	sá:ndá	s áː n d á	DB
4299	he doesn't have, he lacks	Najamba	jògòndí	dʒ ò ɡ ò n d í	DB
4300	he doesn't have, he lacks	Nanga	sòǹdó	s ò ǹ d ó	DB
4301	he doesn't have, he lacks	Penange	sá:ndá	s áː n d á	DB
4302	he doesn't have, he lacks	Perge_Tegu	sà:rá	s àː r á	DB
4303	he doesn't have, he lacks	Tebul_Ure	sɔ́ndɔ̀	s ɔ́ n d ɔ̀	DB
4304	he doesn't have, he lacks	Tiranige	sà:nà	s àː n à	DB
4305	he doesn't have, he lacks	Togo_Kan	wó sà:rá	w ó 	DB
4306	he doesn't have, he lacks	Tommo_So	sɛ̀lɛ́	s ɛ̀ l ɛ́	DB
4307	he doesn't have, he lacks	Toro_Tegu	sàrɔ́:	s à r ɔ́ː	DB
4308	he doesn't have, he lacks	Yanda_Dom	zòń	z ò ń	DB
4309	he doesn't have, he lacks	Yorno_So	sɛ̀lɛ́	s ɛ̀ l ɛ́	DB
4310	he is there	Ampari	ám bó	á m 	DB
4311	he is there	Bankan_Tey	yá bún	j á 	DB
4312	he is there	Ben_Tey	yá bú	j á 	DB
4313	he is there	Bunoge	bò	b ò	DB
4314	he is there	Dogul_Dom	yò bó	j ò 	DB
4315	he is there	Gourou	yɔ́ wɔ̀	j ɔ́ 	DB
4316	he is there	Jamsay_Douentza	yɔ́≡wɔ̀	j ɔ́ w ɔ̀	DB
4317	he is there	Jamsay_Mondoro	yɔ́≡wɔ̀	j ɔ́ w ɔ̀	DB
4318	he is there	Mombo	òbó:	ò b óː	DB
4319	he is there	Najamba	bó	b ó	DB
4320	he is there	Nanga	yá bù	j á 	DB
4321	he is there	Penange	nù m̀ bó	n ù 	DB
4322	he is there	Perge_Tegu	yɔ̂:	j ɔ̂ː	DB
4323	he is there	Sangha_So	wó úⁿgɔ́	w ó 	DB
4324	he is there	Tebul_Ure	yé bù	j é 	DB
4325	he is there	Tiranige	é wò	é 	DB
4326	he is there	Togo_Kan	wó yɔ́ wɔ̀	w ó 	DB
4327	he is there	Tommo_So	nɔ̀nú kɔ̂	n ɔ̀ n ú 	DB
4328	he is there	Toro_Tegu	á dàwɔ́	á 	DB
4329	he is there	Toro_Tegu	á dɔ̌:	á 	DB
4330	he is there	Yanda_Dom	yà bó	j à 	DB
4331	he is there	Yorno_So	yá wɔ̀	j á 	DB
4332	he/she is ADJ' (stative predicate)	Ampari	órù	ó r ù	DB
4333	he/she is ADJ' (stative predicate)	Ben_Tey	bû	b û	DB
4334	he/she is ADJ' (stative predicate)	Ben_Tey	=m̀	m̀	DB
4335	he/she is ADJ' (stative predicate)	Bunoge	bò	b ò	DB
4336	he/she is ADJ' (stative predicate)	Jamsay_Douentza	=wɔ̀	w ɔ̀	DB
4337	he/she is ADJ' (stative predicate)	Najamba	m̀	m̀	DB
4338	he/she is ADJ' (stative predicate)	Nanga	=ẃ	ẃ	DB
4339	he/she is ADJ' (stative predicate)	Penange	yà bó	j à 	DB
4340	he/she is ADJ' (stative predicate)	Tebul_Ure	î:	îː	DB
4341	he/she is ADJ' (stative predicate)	Tebul_Ure	y	j	DB
4342	he/she is ADJ' (stative predicate)	Tebul_Ure	u	u	DB
4343	he/she is ADJ' (stative predicate)	Tiranige	bǒ:	b ǒː	DB
4344	he/she is ADJ' (stative predicate)	Togo_Kan	wɔ̂	w ɔ̂	DB
4345	he/she is ADJ' (stative predicate)	Tomo_Kan_Segue	wɔ́	w ɔ́	DB
4346	he/she is ADJ' (stative predicate)	Toro_Tegu	wɔ́	w ɔ́	DB
4347	he/she is ADJ' (stative predicate)	Yanda_Dom	ḿ bò	ḿ 	DB
4348	he/she is ADJ' (stative predicate)	Yorno_So	wɔ̀	w ɔ̀	DB
4349	head	Ampari	kò:	k òː	DB,SW
4350	head	Bangime	déɡè	d é ɡ è	DB,SW
4351	head	Bankan_Tey	kû:	k ûː	DB,SW
4352	head	Ben_Tey	kùtógórò	k ù t ó ɡ ó r ò	DB,SW
4353	head	Ben_Tey	kû:	k ûː	DB,SW
4354	head	Bunoge	kò	k ò	DB,SW
4355	head	Dogul_Dom	kíígù	k íː ɡ ù	DB,SW
4356	head	Gourou	kú:ⁿ	k úːⁿ	DB,SW
4357	head	Jamsay_Douentza	dárⁿá	d á rⁿ á	DB,SW
4358	head	Jamsay_Douentza	kú:ⁿ	k úːⁿ	DB,SW
4359	head	Jamsay_Mondoro	kú:ⁿ	k úːⁿ	DB,SW
4360	head	Mombo	kó:	k óː	DB,SW
4361	head	Najamba	dánà:	d á n àː	DB,SW
4362	head	Najamba	dánɛ̀:	d á n ɛ̀ː	DB,SW
4363	head	Najamba	kî:	k îː	DB,SW
4364	head	Najamba	kî:ŋgè	k îː ŋ ɡ è	DB,SW
4365	head	Nanga	kû:	k ûː	DB,SW
4366	head	Penange	kó:	k óː	DB,SW
4367	head	Perge_Tegu	kù:tógóró	k ùː t ó ɡ ó r ó	DB,SW
4368	head	Sangha_So	kúú	k úː	DB,SW
4369	head	Tebul_Ure	dànàbándá	d à n à b á n d á	DB,SW
4370	head	Tebul_Ure	kúgɔ́	k ú ɡ ɔ́	DB,SW
4371	head	Tiranige	dànà	d à n à	DB,SW
4372	head	Tiranige	kògò	k ò ɡ ò	DB,SW
4373	head	Togo_Kan	kùnúgóró	k ù n ú ɡ ó r ó	DB,SW
4374	head	Togo_Kan	kúⁿ	k úⁿ	DB,SW
4375	head	Togo_Kan	kùⁿkɛ́nɛ́	k ùⁿ k ɛ́ n ɛ́	DB,SW
4376	head	Tommo_So	dáná	d á n á	DB,SW
4377	head	Tommo_So	kúú	k úː	DB,SW
4378	head	Tomo_Kan_Diangassagou	gòndò	ɡ ò n d ò	DB,SW
4379	head	Tomo_Kan_Segue	gòndò	ɡ ò n d ò	DB,SW
4380	head	Toro_Tegu	kú	k ú	DB,SW
4381	head	Toro_Tegu	kùbónó	k ù b ó n ó	DB,SW
4382	head	Yanda_Dom	dàrⁿá	d à rⁿ á	DB,SW
4383	head	Yanda_Dom	dàrⁿàbàndá	d à rⁿ à b à n d á	DB,SW
4384	head	Yanda_Dom	kòtógóró	k ò t ó ɡ ó r ó	DB,SW
4385	head	Yorno_So	dárⁿá	d á rⁿ á	DB,SW
4386	head	Yorno_So	kû:	k ûː	DB,SW
4387	hear (sound, voice)	Ampari	mánù	m á n ù	DB
4388	hear (sound, voice)	Bangime	nnórè	n n ó r è	DB
4389	hear (sound, voice)	Bankan_Tey	nú	n ú	DB
4390	hear (sound, voice)	Ben_Tey	nǔ	n ǔ	DB
4391	hear (sound, voice)	Bunoge	núndè	n ú n d è	DB
4392	hear (sound, voice)	Dogul_Dom	nùŋɛ́	n ù ŋ ɛ́	DB
4393	hear (sound, voice)	Jamsay_Douentza	áɣá	á ɣ á	DB
4394	hear (sound, voice)	Jamsay_Mondoro	áɣá	á ɣ á	DB
4395	hear (sound, voice)	Mombo	núndé	n ú n d é	DB
4396	hear (sound, voice)	Najamba	ŋwɛ́	ŋ w ɛ́	DB
4397	hear (sound, voice)	Najamba	ŋwɛ̀	ŋ w ɛ̀	DB
4398	hear (sound, voice)	Nanga	nǔyⁿ	n ǔ jⁿ	DB
4399	hear (sound, voice)	Penange	núndé	n ú n d é	DB
4400	hear (sound, voice)	Perge_Tegu	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB
4401	hear (sound, voice)	Tebul_Ure	nɔ́	n ɔ́	DB
4402	hear (sound, voice)	Tiranige	nú:ndó	n úː n d ó	DB
4403	hear (sound, voice)	Togo_Kan	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB
4404	hear (sound, voice)	Tommo_So	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB
4405	hear (sound, voice)	Toro_Tegu	ɛ́gá	ɛ́ ɡ á	DB
4406	hear (sound, voice)	Toro_Tegu	ɛ́gú	ɛ́ ɡ ú	DB
4407	hear (sound, voice)	Yanda_Dom	nɔ́	n ɔ́	DB
4408	hear (sound, voice)	Yanda_Dom	nwàlí	n w à l í	DB
4409	hear (sound, voice)	Yorno_So	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB
4410	heart	Ampari	dòwⁿsèmbè	d ò wⁿ s è m b è	DB,SW
4411	heart	Bangime	bìmɛ̀	b ì m ɛ̀	DB,SW
4412	heart	Bankan_Tey	kɛ̀ndɛ̀ dúwà	k ɛ̀ n d ɛ̀ 	DB,SW
4413	heart	Ben_Tey	cɛ̀lɛ̀yî:	tʃ ɛ̀ l ɛ̀ j îː	DB,SW
4414	heart	Bunoge	dòŋgòbè	d ò ŋ ɡ ò b è	DB,SW
4415	heart	Dogul_Dom	kìɲjɔ́ dònnɛ́	k ì ɲ dʒ ɔ́ 	DB,SW
4416	heart	Gourou	kɛ̀nɛ̀ î:ⁿ	k ɛ̀ n ɛ̀ 	DB,SW
4417	heart	Jamsay_Douentza	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀	DB,SW
4418	heart	Mombo	dóŋgósí	d ó ŋ ɡ ó s í	DB,SW
4419	heart	Najamba	kèndà: sósòrò:	k è n d àː 	DB,SW
4420	heart	Najamba	kɛ̀ndɛ̀: sósòrè:	k ɛ̀ n d ɛ̀ː 	DB,SW
4421	heart	Nanga	kɛ̀ndɛ̀sóró	k ɛ̀ n d ɛ̀ s ó r ó	DB,SW
4422	heart	Penange	dòŋgòsê:	d ò ŋ ɡ ò s êː	DB,SW
4423	heart	Perge_Tegu	kɛ̀lɛ̀î:ⁿ	k ɛ̀ l ɛ̀ îːⁿ	DB,SW
4424	heart	Sangha_So	lòmdóró	l ò m d ó r ó	DB,SW
4425	heart	Sangha_So	lùmdɔ́rɔ́	l ù m d ɔ́ r ɔ́	DB,SW
4426	heart	Sangha_So	lùmtɔ́rɔ́	l ù m t ɔ́ r ɔ́	DB,SW
4427	heart	Tebul_Ure	kɛ̀ndɛ̀dùgáyɛ́	k ɛ̀ n d ɛ̀ d ù ɡ á j ɛ́	DB,SW
4428	heart	Tiranige	dòŋgòsèŋgé	d ò ŋ ɡ ò s è ŋ ɡ é	DB,SW
4429	heart	Togo_Kan	kɛ̀nɛ̀jógó	k ɛ̀ n ɛ̀ dʒ ó ɡ ó	DB,SW
4430	heart	Tommo_So	kìndɛ̀ dúgɔ́	k ì n d ɛ̀ 	DB,SW
4431	heart	Tomo_Kan_Diangassagou	cɛ̀nɛ̀nɛ̀yⁿ	tʃ ɛ̀ n ɛ̀ n ɛ̀ jⁿ	DB,SW
4432	heart	Tomo_Kan_Segue	sóⁿ	s óⁿ	DB,SW
4433	heart	Toro_Tegu	cɛ̀làtóŋó	tʃ ɛ̀ l à t ó ŋ ó	DB,SW
4434	heart	Yanda_Dom	cìndà dùgá	tʃ ì n d à 	DB,SW
4435	heart	Yanda_Dom	cìndààndònò	tʃ ì n d àː n d ò n ò	DB,SW
4436	heart	Yorno_So	lòŋgá	l ò ŋ ɡ á	DB,SW
4437	heavy	Ampari	nìwⁿì	n ì wⁿ ì	DB,LJ,SW
4438	heavy	Bangime	mɛ̀nɛ́	m ɛ̀ n ɛ́	DB,LJ,SW
4439	heavy	Bankan_Tey	dùsúm	d ù s ú m	DB,LJ,SW
4440	heavy	Bankan_Tey	dùsû:	d ù s ûː	DB,LJ,SW
4441	heavy	Ben_Tey	dùsú	d ù s ú	DB,LJ,SW
4442	heavy	Bunoge	nìnjì	n ì n dʒ ì	DB,LJ,SW
4443	heavy	Dogul_Dom	dógùsò	d ó ɡ ù s ò	DB,LJ,SW
4444	heavy	Gourou	dùsú	d ù s ú	DB,LJ,SW
4445	heavy	Jamsay_Douentza	dùjú	d ù dʒ ú	DB,LJ,SW
4446	heavy	Jamsay_Mondoro	dùjú	d ù dʒ ú	DB,LJ,SW
4447	heavy	Mombo	dɔ́ŋgá	d ɔ́ ŋ ɡ á	DB,LJ,SW
4448	heavy	Najamba	nǐmgò	n ǐ m ɡ ò	DB,LJ,SW
4449	heavy	Najamba	nìmíyè	n ì m í j è	DB,LJ,SW
4450	heavy	Nanga	dúsî	d ú s î	DB,LJ,SW
4451	heavy	Penange	dɔ́ŋgá	d ɔ́ ŋ ɡ á	DB,LJ,SW
4452	heavy	Perge_Tegu	dùsú	d ù s ú	DB,LJ,SW
4453	heavy	Sangha_So	démé	d é m é	DB,LJ,SW
4454	heavy	Tiranige	né:ŋgó:	n éː ŋ ɡ óː	DB,LJ,SW
4455	heavy	Togo_Kan	dògú	d ò ɡ ú	DB,LJ,SW
4456	heavy	Tommo_So	túgóm	t ú ɡ ó m	DB,LJ,SW
4457	heavy	Toro_Tegu	dùsú	d ù s ú	DB,LJ,SW
4458	heavy	Yanda_Dom	tùjù	t ù dʒ ù	DB,LJ,SW
4459	heavy	Yorno_So	démɛ́	d é m ɛ́	DB,LJ,SW
4460	here	Ampari	nàŋgà	n à ŋ ɡ à	DB,SW
4461	here	Bangime	ímà	í m à	DB,SW
4462	here	Bankan_Tey	ŋ̀gúrì	ŋ̀ ɡ ú r ì	DB,SW
4463	here	Ben_Tey	ŋ̀gúrù	ŋ̀ ɡ ú r ù	DB,SW
4464	here	Bunoge	málò	m á l ò	DB,SW
4465	here	Bunoge	mà:nâ:	m àː n âː	DB,SW
4466	here	Dogul_Dom	ónì	ó n ì	DB,SW
4467	here	Gourou	nídì:ⁿ	n í d ìːⁿ	DB,SW
4468	here	Jamsay_Douentza	ní	n í	DB,SW
4469	here	Jamsay_Douentza	ní dì:ⁿ	n í 	DB,SW
4470	here	Jamsay_Douentza	nì dî:ⁿ	n ì 	DB,SW
4471	here	Jamsay_Mondoro	ní di᷈:ⁿ	n í 	DB,SW
4472	here	Mombo	ínâ	í n â	DB,SW
4473	here	Mombo	ìnûwⁿ	ì n û wⁿ	DB,SW
4474	here	Mombo	òló	ò l ó	DB,SW
4475	here	Najamba	ên	ê n	DB,SW
4476	here	Najamba	ŋ̀gí mà	ŋ̀ ɡ í 	DB,SW
4477	here	Najamba	ŋ̀gîn	ŋ̀ ɡ î n	DB,SW
4478	here	Nanga	ŋ̀gá	ŋ̀ ɡ á	DB,SW
4479	here	Penange	nǔwⁿ	n ǔ wⁿ	DB,SW
4480	here	Perge_Tegu	ŋ̀gúrù	ŋ̀ ɡ ú r ù	DB,SW
4481	here	Sangha_So	ɔ́n	ɔ́ n	DB,SW
4482	here	Tebul_Ure	ŋ̀gɔ́	ŋ̀ ɡ ɔ́	DB,SW
4483	here	Tiranige	mbé:	m b éː	DB,SW
4484	here	Tiranige	móŋà	m ó ŋ à	DB,SW
4485	here	Togo_Kan	nî	n î	DB,SW
4486	here	Tommo_So	nɔ̀nɔ́	n ɔ̀ n ɔ́	DB,SW
4487	here	Tommo_So	nɔ̀nú	n ɔ̀ n ú	DB,SW
4488	here	Toro_Tegu	ìní	ì n í	DB,SW
4489	here	Yanda_Dom	ǹjí	ǹ dʒ í	DB,SW
4490	here	Yanda_Dom	ŋ̀gí	ŋ̀ ɡ í	DB,SW
4491	here	Yorno_So	núǹ	n ú ǹ	DB,SW
4492	here	Yorno_So	núnɛ̀	n ú n ɛ̀	DB,SW
4493	here (generalized)	Jamsay_Douentza	yí	j í	DB
4494	here (generalized)	Jamsay_Douentza	yídì:ⁿ	j í d ìːⁿ	DB
4495	here (generalized)	Jamsay_Douentza	yìdî:ⁿ	j ì d îːⁿ	DB
4496	here (generalized)	Jamsay_Douentza	yílé	j í l é	DB
4497	here (generalized)	Nanga	ŋ̀gá	ŋ̀ ɡ á	DB
4498	here (generalized)	Perge_Tegu	ŋ̀gárù	ŋ̀ ɡ á r ù	DB
4499	here (generalized)	Sangha_So	ɔ́n	ɔ́ n	DB
4500	here (generalized)	Tebul_Ure	é: nɛ̀	éː 	DB
4501	here (generalized)	Togo_Kan	yî	j î	DB
4502	here (generalized)	Tommo_So	nɔ̌m bà	n ɔ̌ m 	DB
4503	here (generalized)	Yanda_Dom	ḿbà	ḿ b à	DB
4504	here (generalized)	Yorno_So	ḿmá:	ḿ m áː	DB
4505	here/there (he/she/it is!)	Bankan_Tey	mɛ̀rⁿɛ̂:	m ɛ̀ rⁿ ɛ̂ː	DB
4506	here/there (he/she/it is!)	Ben_Tey	ŋ́gòy	ŋ́ ɡ ò j	DB
4507	here/there (he/she/it is!)	Ben_Tey	úŋgòy	ú ŋ ɡ ò j	DB
4508	here/there (he/she/it is!)	Bunoge	mɔ̂wⁿ	m ɔ̂ wⁿ	DB
4509	here/there (he/she/it is!)	Jamsay_Douentza	nùkǒy	n ù k ǒ j	DB
4510	here/there (he/she/it is!)	Jamsay_Mondoro	nùkǒy	n ù k ǒ j	DB
4511	here/there (he/she/it is!)	Mombo	ènéwⁿ	è n é wⁿ	DB
4512	here/there (he/she/it is!)	Najamba	ɛ́bɛ̀:	ɛ́ b ɛ̀ː	DB
4513	here/there (he/she/it is!)	Najamba	ómò:	ó m òː	DB
4514	here/there (he/she/it is!)	Nanga	wùnérⁿé	w ù n é rⁿ é	DB
4515	here/there (he/she/it is!)	Penange	ìⁿhíⁿ	ìⁿ h íⁿ	DB
4516	here/there (he/she/it is!)	Perge_Tegu	úŋgòy	ú ŋ ɡ ò j	DB
4517	here/there (he/she/it is!)	Tiranige	nì	n ì	DB
4518	here/there (he/she/it is!)	Togo_Kan	yògò=ý	j ò ɡ ò j́	DB
4519	here/there (he/she/it is!)	Togo_Kan	ùŋǒ=y	ù ŋ ǒ j	DB
4520	here/there (he/she/it is!)	Tommo_So	jáàtì	dʒ âː t ì	DB
4521	here/there (he/she/it is!)	Tommo_So	ɔ̀ⁿhɔ́ɔ̀ⁿ	ɔ̀ⁿ h ɔ̂ːⁿ	DB
4522	here/there (he/she/it is!)	Tommo_So	téé	t éː	DB
4523	here/there (he/she/it is!)	Toro_Tegu	ŋɔ́rⁿɔ̀	ŋ ɔ́ rⁿ ɔ̀	DB
4524	here/there (he/she/it is!)	Yanda_Dom	ɔyámà	ɔ j á m à	DB
4525	here/there (he/she/it is!)	Yanda_Dom	ɔ̌nnà	ɔ̌ n n à	DB
4526	here/there he/she is! (human)	Ampari	àndà bó	à n d à 	DB
4527	here/there he/she is! (human)	Ben_Tey	ŋ́gòy bù	ŋ́ ɡ ò j 	DB
4528	here/there he/she is! (human)	Jamsay_Douentza	nùkǒy wɔ̀	n ù k ǒ j 	DB
4529	here/there he/she is! (human)	Nanga	kú bù	k ú 	DB
4530	here/there he/she is! (human)	Nanga	wùnérⁿé bù	w ù n é rⁿ é 	DB
4531	here/there he/she is! (human)	Tebul_Ure	ɔ̌m ńnè	ɔ̌ m 	DB
4532	here/there he/she is! (human)	Togo_Kan	yògò wɔ̂	j ò ɡ ò 	DB
