ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
8308	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó
8309	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Yanda_Dom	ònú	ò n ú
8310	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Najamba	òndí	ò n d í
8311	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Najamba	òndú	ò n d ú
8312	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Tiranige	órâ	ó r â
8313	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Ampari	órù	ó r ù
8314	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Bunoge	ʔórì	ʔ ó r ì
8315	it is not __ (inanimate, with expressive adverbial, e.g. kɔ̀:-rɔ́, ŋ̀gó)	Penange	wǒl	w ǒ l
6817	it is straight	Toro_Tegu	ígú dà	í ɡ ú # d à
6818	it is straight	Ben_Tey	démbù	d é m b ù
6819	it is straight	Bankan_Tey	démŋ̀gá nì bù	d é m ŋ̀ ɡ á # n ì # b ù
6820	it is straight	Nanga	démbù	d é m b ù
6821	it is straight	Jamsay_Douentza	démkɔ̀	d é m k ɔ̀
6822	it is straight	Perge_Tegu	démkɔ̀	d é m k ɔ̀
6823	it is straight	Togo_Kan	dɛ́wⁿ kɔ̀	d ɛ́ wⁿ # k ɔ̀
6824	it is straight	Yorno_So	démkɔ̀	d é m k ɔ̀
6825	it is straight	Tommo_So	démní wɔ̀	d é m n í # w ɔ̀
6826	it is straight	Yanda_Dom	démdém bò	d é m d é m # b ò
6827	it is straight	Najamba	bò	b ò
6828	it is straight	Tiranige	tɛ́ⁿtɛ́wⁿ bò	t ɛ́ⁿ t ɛ́ wⁿ # b ò
6829	it is straight	Mombo	díwⁿbó:	d í wⁿ b óː
6830	it is straight	Ampari	tégétégé bó	t é ɡ é t é ɡ é # b ó
6831	it is straight	Bunoge	téyⁿtéyⁿ bò	t é jⁿ t é jⁿ # b ò
6832	it is straight	Penange	bɔ̀jɛ́bò	b ɔ̀ dʒ ɛ́ b ò
6833	it isn't straight	Toro_Tegu	ígúŋ̀gó	í ɡ ú ŋ̀ ɡ ó
6834	it isn't straight	Ben_Tey	démŋ̀gó	d é m ŋ̀ ɡ ó
6835	it isn't straight	Bankan_Tey	démŋ̀gá ŋ̀gó	d é m ŋ̀ ɡ á # ŋ̀ ɡ ó
6836	it isn't straight	Nanga	dém ŋ̀gó	d é m # ŋ̀ ɡ ó
6837	it isn't straight	Jamsay_Douentza	démkɔ̀:rɔ́	d é m k ɔ̀ː r ɔ́
6838	it isn't straight	Perge_Tegu	démŋ̀gó	d é m ŋ̀ ɡ ó
6839	it isn't straight	Togo_Kan	dɛ́wⁿ kɔ̀:rɔ́	d ɛ́ wⁿ # k ɔ̀ː r ɔ́
6840	it isn't straight	Yorno_So	démkɔ̀lɔ́	d é m k ɔ̀ l ɔ́
6841	it isn't straight	Tommo_So	démní òndú	d é m n í # ò n d ú
6842	it isn't straight	Yanda_Dom	démdém ònú	d é m d é m # ò n ú
6843	it isn't straight	Najamba	òndí	ò n d í
6844	it isn't straight	Tiranige	tɛ́ⁿtɛ́wⁿ órà	t ɛ́ⁿ t ɛ́ wⁿ # ó r à
6845	it isn't straight	Mombo	díwⁿólì	d í wⁿ ó l ì
6846	it isn't straight	Ampari	tégétégé órù	t é ɡ é t é ɡ é # ó r ù
6847	it isn't straight	Bunoge	téyⁿtéyⁿ ʔórì	t é jⁿ t é jⁿ # ʔ ó r ì
6848	it isn't straight	Penange	bɔ̀jɛ́wǒl	b ɔ̀ dʒ ɛ́ w ǒ l
510	kill	Toro_Tegu	wɔ̌w	w ɔ̌ w
511	kill	Toro_Tegu	wɔ̌:	w ɔ̌ː
512	kill	Bangime	ɥúúrá	ɥ úː r á
513	kill	Sangha_So	dǎj	d ǎ dʒ
514	kill	Sangha_So	dáá	d áː
515	kill	Ben_Tey	jìyɛ́	dʒ ì j ɛ́
516	kill	Bankan_Tey	jɛ́	dʒ ɛ́
517	kill	Bankan_Tey	jâ	dʒ â
518	kill	Nanga	jìyɛ́	dʒ ì j ɛ́
519	kill	Nanga	gìyɛ́	ɡ ì j ɛ́
520	kill	Jamsay_Douentza	wɔ̌:	w ɔ̌ː
521	kill	Perge_Tegu	wɔ̌:	w ɔ̌ː
522	kill	Gourou	wɔ̌:	w ɔ̌ː
523	kill	Jamsay_Mondoro	wɔ̌:	w ɔ̌ː
524	kill	Togo_Kan	dàrⁿá	d à rⁿ á
525	kill	Yorno_So	dǎ:	d ǎː
526	kill	Yorno_So	dǎy	d ǎ j
527	kill	Tomo_Kan_Segue	dɛ̀lɛ̀	d ɛ̀ l ɛ̀
528	kill	Tomo_Kan_Diangassagou	dɛ̀lɛ̀	d ɛ̀ l ɛ̀
529	kill	Tommo_So	dàá	d ǎː
530	kill	Dogul_Dom	gɛ̀wɛ́	ɡ ɛ̀ w ɛ́
531	kill	Dogul_Dom	sɛ̀mɛ́	s ɛ̀ m ɛ́
532	kill	Tebul_Ure	jɛ̌	dʒ ɛ̌
533	kill	Tebul_Ure	jàlí	dʒ à l í
534	kill	Yanda_Dom	jɛ́	dʒ ɛ́
535	kill	Yanda_Dom	jàlí	dʒ à l í
536	kill	Najamba	jìyɛ́	dʒ ì j ɛ́
537	kill	Najamba	gìyɛ́	ɡ ì j ɛ́
538	kill	Tiranige	jɛ́yɔ́	dʒ ɛ́ j ɔ́
539	kill	Mombo	gyɛ́:	ɡ j ɛ́ː
540	kill	Ampari	gíyɔ̀	ɡ í j ɔ̀
541	kill	Bunoge	gɛ́:wɛ̀	ɡ ɛ́ː w ɛ̀
542	kill	Penange	gíyɛ́	ɡ í j ɛ́
822	knee	Toro_Tegu	nìŋó	n ì ŋ ó
823	knee	Bangime	bʷèɛ́ kǔmbɛ́	bʷ è ɛ́ # k ǔ m b ɛ́
824	knee	Sangha_So	jóŋgóró	dʒ ó ŋ ɡ ó r ó
825	knee	Ben_Tey	sínjì:	s í n dʒ ìː
826	knee	Ben_Tey	síŋgì:	s í ŋ ɡ ìː
827	knee	Bankan_Tey	kízì	k í z ì
828	knee	Nanga	kùnjòkúnjô	k ù n dʒ ò k ú n dʒ ô
829	knee	Jamsay_Douentza	nɛ̀ŋɛ́	n ɛ̀ ŋ ɛ́
830	knee	Jamsay_Douentza	nɛ̀ŋɛ̀ béré	n ɛ̀ ŋ ɛ̀ # b é r é
831	knee	Perge_Tegu	nìŋgé	n ì ŋ ɡ é
832	knee	Gourou	nèŋé	n è ŋ é
833	knee	Jamsay_Mondoro	nɛ̀ŋɛ́	n ɛ̀ ŋ ɛ́
834	knee	Togo_Kan	nèŋèrèkúⁿ	n è ŋ è r è k úⁿ
835	knee	Yorno_So	yúŋóló	j ú ŋ ó l ó
836	knee	Tomo_Kan_Segue	ɲùŋgòlò	ɲ ù ŋ ɡ ò l ò
837	knee	Tomo_Kan_Diangassagou	ɲùŋgòlòkùⁿ	ɲ ù ŋ ɡ ò l ò k ùⁿ
838	knee	Tommo_So	ànù yóŋóló	à n ù # j ó ŋ ó l ó
839	knee	Dogul_Dom	kúɲjù	k ú ɲ dʒ ù
840	knee	Tebul_Ure	kúndú	k ú n d ú
841	knee	Yanda_Dom	kúnzú	k ú n z ú
842	knee	Najamba	nà:kínjìŋgè	n àː k í n dʒ ì ŋ ɡ è
843	knee	Najamba	nà:kínjì:	n àː k í n dʒ ìː
844	knee	Tiranige	kúnjúgɔ́	k ú n dʒ ú ɡ ɔ́
845	knee	Mombo	kúnjúgà	k ú n dʒ ú ɡ à
846	knee	Ampari	kùjù	k ù dʒ ù
847	knee	Bunoge	kúnjúgà	k ú n dʒ ú ɡ à
848	knee	Penange	kùnjùgà	k ù n dʒ ù ɡ à
5545	know (a fact) (regular verb)	Bangime	sórè	s ó r è
5546	know (a fact) (regular verb)	Ben_Tey	jùwɔ́	dʒ ù w ɔ́
5547	know (a fact) (regular verb)	Bankan_Tey	zùwá	z ù w á
5548	know (a fact) (regular verb)	Nanga	jùgɔ́	dʒ ù ɡ ɔ́
5549	know (a fact) (regular verb)	Jamsay_Douentza	jùgɔ́	dʒ ù ɡ ɔ́
5550	know (a fact) (regular verb)	Perge_Tegu	jùgɔ́	dʒ ù ɡ ɔ́
5551	know (a fact) (regular verb)	Jamsay_Mondoro	jùgɔ́	dʒ ù ɡ ɔ́
5552	know (a fact) (regular verb)	Yorno_So	jùgɔ́	dʒ ù ɡ ɔ́
5553	know (a fact) (regular verb)	Yorno_So	jùgɔ́	dʒ ù ɡ ɔ́
5554	know (a fact) (regular verb)	Dogul_Dom	tìgá	t ì ɡ á
5555	know (a fact) (regular verb)	Dogul_Dom	tìgìyɛ́	t ì ɡ ì j ɛ́
5556	know (a fact) (regular verb)	Tebul_Ure	zùgɔ́	z ù ɡ ɔ́
5557	know (a fact) (regular verb)	Yanda_Dom	zùwɔ́	z ù w ɔ́
5558	know (a fact) (regular verb)	Yanda_Dom	zùwàlí	z ù w à l í
5559	know (a fact) (regular verb)	Mombo	íɲámbó	í ɲ á m b ó
5560	know (a fact) (regular verb)	Penange	yáré	j á r é
5561	know (a fact, defective verb)	Toro_Tegu	ùkú	ù k ú
5562	know (a fact, defective verb)	Bangime	sórè	s ó r è
5563	know (a fact, defective verb)	Togo_Kan	í:ⁿ wɔ̂	íːⁿ # w ɔ̂
5564	know (a fact, defective verb)	Yorno_So	ígì	í ɡ ì
5565	know (a fact, defective verb)	Tommo_So	íí	íː
5566	know (a fact, defective verb)	Najamba	tígà	t í ɡ à
5567	know (a fact, defective verb)	Tiranige	yèy	j è j
5568	know (a fact, defective verb)	Ampari	ɛ́yⁿ	ɛ́ jⁿ
5569	know (a fact, defective verb)	Bunoge	ʔɛ̀yⁿ	ʔ ɛ̀ jⁿ
5570	know (a fact, defective verb)	Penange	ɛ́ɲɔ̀ bò	ɛ́ ɲ ɔ̀ # b ò
1380	laugh (verb only)	Toro_Tegu	mɔ̌m	m ɔ̌ m
1381	laugh (verb only)	Toro_Tegu	mɔ̌:	m ɔ̌ː
1382	laugh (verb only)	Bangime	m máà	m # m âː
1383	laugh (verb only)	Sangha_So	mǒj mɔ́nɛ́	m ǒ dʒ # m ɔ́ n ɛ́
1384	laugh (verb only)	Ben_Tey	màní	m à n í
1385	laugh (verb only)	Bankan_Tey	màní	m à n í
1386	laugh (verb only)	Nanga	màndí	m à n d í
1387	laugh (verb only)	Jamsay_Douentza	mɔ̀wⁿɔ́	m ɔ̀ wⁿ ɔ́
1388	laugh (verb only)	Perge_Tegu	mɔ̌:ⁿ	m ɔ̌ːⁿ
1389	laugh (verb only)	Gourou	mɔ̀wⁿɔ́	m ɔ̀ wⁿ ɔ́
1390	laugh (verb only)	Jamsay_Mondoro	mɔ̀wⁿɔ́	m ɔ̀ wⁿ ɔ́
1391	laugh (verb only)	Togo_Kan	mɔ̌:	m ɔ̌ː
1392	laugh (verb only)	Yorno_So	mɔ̌:	m ɔ̌ː
1393	laugh (verb only)	Yorno_So	mɔ̌:	m ɔ̌ː
1394	laugh (verb only)	Tomo_Kan_Segue	mɔ̀mɛ̀	m ɔ̀ m ɛ̀
1395	laugh (verb only)	Tomo_Kan_Diangassagou	mòmè	m ò m è
1396	laugh (verb only)	Tommo_So	mòmó	m ò m ó
1397	laugh (verb only)	Dogul_Dom	màndɛ́	m à n d ɛ́
1398	laugh (verb only)	Tebul_Ure	màndí	m à n d í
1399	laugh (verb only)	Yanda_Dom	màndú	m à n d ú
1400	laugh (verb only)	Yanda_Dom	màndàlí	m à n d à l í
1401	laugh (verb only)	Najamba	màndí	m à n d í
1402	laugh (verb only)	Najamba	màndè	m à n d è
1403	laugh (verb only)	Tiranige	mándó	m á n d ó
1404	laugh (verb only)	Mombo	mándú mándè	m á n d ú # m á n d è
1405	laugh (verb only)	Bunoge	mándè	m á n d è
1406	laugh (verb only)	Penange	mándé	m á n d é
1671	leaf (of plant)	Toro_Tegu	kɔ̀tɔ́	k ɔ̀ t ɔ́
1672	leaf (of plant)	Bangime	pʷéɛ̀ⁿ	pʷ é ɛ̀ⁿ
1673	leaf (of plant)	Sangha_So	líjɛ́	l í dʒ ɛ́
1674	leaf (of plant)	Ben_Tey	jɛ̀lɛ̂:	dʒ ɛ̀ l ɛ̂ː
1675	leaf (of plant)	Ben_Tey	jɛ̀lɛ̂y	dʒ ɛ̀ l ɛ̂ j
1676	leaf (of plant)	Ben_Tey	jìjɛ̀lɛ̂:	dʒ ì dʒ ɛ̀ l ɛ̂ː
1677	leaf (of plant)	Ben_Tey	jìjɛ̀lɛ̂y	dʒ ì dʒ ɛ̀ l ɛ̂ j
1678	leaf (of plant)	Bankan_Tey	jɛ̀ndɛ̂:	dʒ ɛ̀ n d ɛ̂ː
1679	leaf (of plant)	Bankan_Tey	gɛ̀ndɛ̂:	ɡ ɛ̀ n d ɛ̂ː
1680	leaf (of plant)	Nanga	úwâ	ú w â
1681	leaf (of plant)	Jamsay_Douentza	kúrɔ́	k ú r ɔ́
1682	leaf (of plant)	Perge_Tegu	kúrɔ́	k ú r ɔ́
1683	leaf (of plant)	Gourou	kúrɔ́	k ú r ɔ́
1684	leaf (of plant)	Togo_Kan	kúrɔ́	k ú r ɔ́
1685	leaf (of plant)	Yorno_So	lɛ̂:	l ɛ̂ː
1686	leaf (of plant)	Tomo_Kan_Segue	kɔ̀w	k ɔ̀ w
1687	leaf (of plant)	Tommo_So	núyɔ́	n ú j ɔ́
1688	leaf (of plant)	Dogul_Dom	kómbò	k ó m b ò
1689	leaf (of plant)	Dogul_Dom	kíl	k í l
1690	leaf (of plant)	Tebul_Ure	kúlá	k ú l á
1691	leaf (of plant)	Yanda_Dom	kùlà	k ù l à
1692	leaf (of plant)	Najamba	kòmbáŋgó	k ò m b á ŋ ɡ ó
1693	leaf (of plant)	Najamba	kòmbá	k ò m b á
1694	leaf (of plant)	Tiranige	kómbá	k ó m b á
1695	leaf (of plant)	Mombo	kúbɛ̀	k ú b ɛ̀
1696	leaf (of plant)	Ampari	kòwá	k ò w á
1697	leaf (of plant)	Bunoge	kóbà	k ó b à
1698	leaf (of plant)	Penange	kɔ̀bɛ̀	k ɔ̀ b ɛ̀
3168	left (hand, etc.)	Toro_Tegu	bàrⁿíyⁿà	b à rⁿ í jⁿ à
3169	left (hand, etc.)	Bangime	bárà	b á r à
3170	left (hand, etc.)	Sangha_So	nàná	n à n á
3171	left (hand, etc.)	Ben_Tey	bànǎyⁿ	b à n ǎ jⁿ
3172	left (hand, etc.)	Bankan_Tey	bàndǎy	b à n d ǎ j
3173	left (hand, etc.)	Nanga	bàrìyɛ́	b à r ì j ɛ́
3174	left (hand, etc.)	Jamsay_Douentza	bàná	b à n á
3175	left (hand, etc.)	Perge_Tegu	bàlá	b à l á
3176	left (hand, etc.)	Gourou	bàná	b à n á
3177	left (hand, etc.)	Togo_Kan	nàná	n à n á
3178	left (hand, etc.)	Yorno_So	nàná	n à n á
3179	left (hand, etc.)	Yorno_So	bàlàgá	b à l à ɡ á
3180	left (hand, etc.)	Tommo_So	nààndá	n àː n d á
3181	left (hand, etc.)	Dogul_Dom	nàndáŋ	n à n d á ŋ
3182	left (hand, etc.)	Tebul_Ure	bàndá	b à n d á
3183	left (hand, etc.)	Yanda_Dom	nàndà	n à n d à
3184	left (hand, etc.)	Najamba	nàndǎ:	n à n d ǎː
3185	left (hand, etc.)	Najamba	nàndɛ̌:	n à n d ɛ̌ː
3186	left (hand, etc.)	Tiranige	nɔ́:ndɔ́	n ɔ́ː n d ɔ́
3187	left (hand, etc.)	Mombo	ná:gà	n áː ɡ à
3188	left (hand, etc.)	Bunoge	nùmàgá	n ù m à ɡ á
3189	left (hand, etc.)	Penange	nwá:gá	n w áː ɡ á
943	leg	Toro_Tegu	kúwɔ́	k ú w ɔ́
944	leg	Bangime	bʷéɛ̀	bʷ é ɛ̀
945	leg	Sangha_So	kúbɔ́	k ú b ɔ́
946	leg	Ben_Tey	lɔ̀sɔ̂:	l ɔ̀ s ɔ̂ː
947	leg	Bankan_Tey	ǹdɔ̀sɔ̂:	ǹ d ɔ̀ s ɔ̂ː
948	leg	Nanga	lɔ̀sɔ̂	l ɔ̀ s ɔ̂
949	leg	Jamsay_Douentza	kɔ́:	k ɔ́ː
950	leg	Perge_Tegu	kúwɔ́	k ú w ɔ́
951	leg	Gourou	kúwⁿ́	k ú ẃⁿ
952	leg	Togo_Kan	pàgá	p à ɡ á
953	leg	Yorno_So	kúbɔ́	k ú b ɔ́
954	leg	Tomo_Kan_Segue	kùbá	k ù b á
955	leg	Tomo_Kan_Diangassagou	kùbá	k ù b á
956	leg	Tommo_So	ánú	á n ú
957	leg	Yanda_Dom	nà:	n àː
958	leg	Najamba	nà:gó	n àː ɡ ó
959	leg	Najamba	nǎ:	n ǎː
960	leg	Tiranige	tònjè	t ò n dʒ è
961	leg	Bunoge	sè	s è
1464	lie down, go to bed	Toro_Tegu	ìsú	ì s ú
1465	lie down, go to bed	Toro_Tegu	ìsé	ì s é
1466	lie down, go to bed	Ben_Tey	bìyé	b ì j é
1467	lie down, go to bed	Bankan_Tey	bìyé	b ì j é
1468	lie down, go to bed	Nanga	bìyé	b ì j é
1469	lie down, go to bed	Jamsay_Douentza	ìɲé	ì ɲ é
1470	lie down, go to bed	Perge_Tegu	ìnjé	ì n dʒ é
1471	lie down, go to bed	Gourou	ìsé	ì s é
1472	lie down, go to bed	Jamsay_Mondoro	ìɲé	ì ɲ é
1473	lie down, go to bed	Togo_Kan	ìmú ìmî:	ì m ú # ì m îː
1474	lie down, go to bed	Togo_Kan	ìmɛ́:	ì m ɛ́ː
1475	lie down, go to bed	Yorno_So	dǐ:ⁿ	d ǐːⁿ
1476	lie down, go to bed	Yorno_So	dǐ:ⁿ	d ǐːⁿ
1477	lie down, go to bed	Tomo_Kan_Segue	mí:	m íː
1478	lie down, go to bed	Tomo_Kan_Segue	myɛ́ⁿ	m j ɛ́ⁿ
1479	lie down, go to bed	Tommo_So	ǹjó ǹjíyó	ǹ dʒ ó # ǹ dʒ í j ó
1480	lie down, go to bed	Tebul_Ure	bě	b ě
1481	lie down, go to bed	Yanda_Dom	bìyó	b ì j ó
1482	lie down, go to bed	Yanda_Dom	bìyèlí	b ì j è l í
1483	lie down, go to bed	Najamba	bǐy	b ǐ j
1484	lie down, go to bed	Najamba	bìyè	b ì j è
1485	lie down, go to bed	Tiranige	bíyó	b í j ó
1486	lie down, go to bed	Mombo	bí:yè	b íː j è
1487	lie down, go to bed	Ampari	bíyò	b í j ò
1488	lie down, go to bed	Bunoge	bí:yè	b íː j è
1489	lie down, go to bed	Penange	bíyé	b í j é
7142	like, similar to	Toro_Tegu	kâyⁿ	k â jⁿ
7143	like, similar to	Toro_Tegu	sì kàyⁿ	s ì # k à jⁿ
7144	like, similar to	Toro_Tegu	sàlá sì kàyⁿ	s à l á # s ì # k à jⁿ
7145	like, similar to	Ben_Tey	gâyⁿ	ɡ â jⁿ
7146	like, similar to	Bankan_Tey	gâyⁿ	ɡ â jⁿ
7147	like, similar to	Nanga	mayⁿ	m a jⁿ
7148	like, similar to	Jamsay_Douentza	jín	dʒ í n
7149	like, similar to	Perge_Tegu	gà	ɡ à
7150	like, similar to	Gourou	gín	ɡ í n
7151	like, similar to	Jamsay_Mondoro	jín	dʒ í n
7152	like, similar to	Togo_Kan	gí:ⁿ	ɡ íːⁿ
7153	like, similar to	Yorno_So	gín	ɡ í n
7154	like, similar to	Yorno_So	ŋín	ŋ í n
7155	like, similar to	Tommo_So	géní	ɡ é n í
7156	like, similar to	Dogul_Dom	yaaŋ	j a a ŋ
7157	like, similar to	Yanda_Dom	yɛ̀ŋ	j ɛ̀ ŋ
7158	like, similar to	Najamba	dân	d â n
7159	like, similar to	Tiranige	tɔ̀rɔ́	t ɔ̀ r ɔ́
7160	like, similar to	Mombo	pímá kání	p í m á # k á n í
7161	like, similar to	Ampari	pìní	p ì n í
7162	like, similar to	Penange	pínà:	p í n àː
7163	like, similar to	Penange	pínì:	p í n ìː
744	liver	Toro_Tegu	cɛ́lá	tʃ ɛ́ l á
745	liver	Bangime	kúrì kìŋɡɛ́	k ú r ì # k ì ŋ ɡ ɛ́
746	liver	Sangha_So	kíné	k í n é
747	liver	Sangha_So	kɪ́nɛ́	k ɪ́ n ɛ́
748	liver	Ben_Tey	cɛ́lɛ̀	tʃ ɛ́ l ɛ̀
749	liver	Ben_Tey	kɛ́lɛ̀	k ɛ́ l ɛ̀
750	liver	Bankan_Tey	kɛ́ndɛ̀	k ɛ́ n d ɛ̀
751	liver	Nanga	kɛ́ndɛ̀	k ɛ́ n d ɛ̀
752	liver	Jamsay_Douentza	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀
753	liver	Perge_Tegu	kɛ́lɛ̀	k ɛ́ l ɛ̀
754	liver	Gourou	kɛ́nɛ̀	k ɛ́ n ɛ̀
755	liver	Jamsay_Mondoro	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀
756	liver	Togo_Kan	kɛ́nɛ́	k ɛ́ n ɛ́
757	liver	Yorno_So	kínɛ́	k í n ɛ́
758	liver	Tomo_Kan_Segue	cándálá	tʃ á n d á l á
759	liver	Tomo_Kan_Diangassagou	cándálá	tʃ á n d á l á
760	liver	Tommo_So	kíndɛ́	k í n d ɛ́
761	liver	Dogul_Dom	kíndà	k í n d à
762	liver	Tebul_Ure	kɛ́ndɛ́	k ɛ́ n d ɛ́
763	liver	Yanda_Dom	cíndá	tʃ í n d á
764	liver	Najamba	kéndà:	k é n d àː
765	liver	Najamba	kɛ́ndɛ̀:	k ɛ́ n d ɛ̀ː
766	liver	Tiranige	cìndà	tʃ ì n d à
767	liver	Mombo	kíndá	k í n d á
768	liver	Ampari	kèndà	k è n d à
769	liver	Bunoge	kìndà	k ì n d à
770	liver	Penange	kìndà	k ì n d à
543	living, alive	Toro_Tegu	yⁿéyⁿ	jⁿ é jⁿ
544	living, alive	Toro_Tegu	bǎyⁿ dà ŋ́	b ǎ jⁿ # d à # ŋ́
545	living, alive	Bangime	bór̃ɔ̀	b ó rⁿ ɔ̀
546	living, alive	Sangha_So	ìnɛ̀ ɔ́wⁿɔ́	ì n ɛ̀ # ɔ́ wⁿ ɔ́
547	living, alive	Sangha_So	ìnɛ̀ kírⁿú lé yàrá	ì n ɛ̀ # k í rⁿ ú # l é # j à r á
548	living, alive	Sangha_So	kírⁿú lé sɛ́ɛ́wù ìyárá	k í rⁿ ú # l é # s ɛ́ː w ù # ì j á r á
549	living, alive	Ben_Tey	úwⁿɔ́m	ú wⁿ ɔ́ m
550	living, alive	Ben_Tey	úwⁿɔ́	ú wⁿ ɔ́
551	living, alive	Bankan_Tey	úmám	ú m á m
552	living, alive	Bankan_Tey	úmá	ú m á
553	living, alive	Nanga	úmá	ú m á
554	living, alive	Jamsay_Douentza	ɲéyⁿ	ɲ é jⁿ
555	living, alive	Perge_Tegu	ɲémnú	ɲ é m n ú
556	living, alive	Perge_Tegu	núm	n ú m
557	living, alive	Togo_Kan	ɲɛ́ɲɛ́rⁿɛ́	ɲ ɛ́ ɲ ɛ́ rⁿ ɛ́
558	living, alive	Yorno_So	ɔ́:ⁿ	ɔ́ːⁿ
559	living, alive	Tommo_So	kínú le yɔ̂	k í n ú # l e # j ɔ̂
560	living, alive	Dogul_Dom	ʔḿò	ʔ ḿ ò
561	living, alive	Tebul_Ure	ɔ́mɔ̀:	ɔ́ m ɔ̀ː
562	living, alive	Tebul_Ure	ɔ́mɔ̀mbɔ̀	ɔ́ m ɔ̀ m b ɔ̀
563	living, alive	Najamba	kìnjàngɛ́:	k ì n dʒ à n ɡ ɛ́ː
564	living, alive	Najamba	kìnjàngá:	k ì n dʒ à n ɡ áː
565	living, alive	Mombo	málá	m á l á
566	living, alive	Penange	málá	m á l á
4051	long (e.g. rope)	Toro_Tegu	gùrú	ɡ ù r ú
4052	long (e.g. rope)	Bangime	béndɛ̀	b é n d ɛ̀
4053	long (e.g. rope)	Ben_Tey	gùrɔ̂w	ɡ ù r ɔ̂ w
4054	long (e.g. rope)	Bankan_Tey	gùrⁿǎwⁿ	ɡ ù rⁿ ǎ wⁿ
4055	long (e.g. rope)	Nanga	gùrɔ́	ɡ ù r ɔ́
4056	long (e.g. rope)	Jamsay_Douentza	gùrú	ɡ ù r ú
4057	long (e.g. rope)	Perge_Tegu	gùrú	ɡ ù r ú
4058	long (e.g. rope)	Gourou	gùrú	ɡ ù r ú
4059	long (e.g. rope)	Jamsay_Mondoro	gùrú	ɡ ù r ú
4060	long (e.g. rope)	Togo_Kan	gùrú	ɡ ù r ú
4061	long (e.g. rope)	Yorno_So	pàlá	p à l á
4062	long (e.g. rope)	Tommo_So	pàlá	p à l á
4063	long (e.g. rope)	Tebul_Ure	pâ:	p âː
4064	long (e.g. rope)	Tebul_Ure	pâ:ŋgɔ̀	p âː ŋ ɡ ɔ̀
4065	long (e.g. rope)	Tebul_Ure	pâ:mbɔ̀	p âː m b ɔ̀
4066	long (e.g. rope)	Yanda_Dom	zàlà	z à l à
4067	long (e.g. rope)	Najamba	jàlɛ́:	dʒ à l ɛ́ː
4068	long (e.g. rope)	Najamba	jàláŋgó	dʒ à l á ŋ ɡ ó
4069	long (e.g. rope)	Tiranige	yálá	j á l á
4070	long (e.g. rope)	Mombo	góllò	ɡ ó l l ò
4071	long (e.g. rope)	Ampari	mwɛ̀:ⁿ	m w ɛ̀ːⁿ
4072	long (e.g. rope)	Bunoge	gòlò	ɡ ò l ò
4073	long (e.g. rope)	Penange	gòlò	ɡ ò l ò
4450	make (wage) war, fight a war	Toro_Tegu	kɔ̀mɔ́ kɔ́m	k ɔ̀ m ɔ́ # k ɔ́ m
4451	make (wage) war, fight a war	Toro_Tegu	kɔ́mɔ́	k ɔ́ m ɔ́
4452	make (wage) war, fight a war	Bangime	kórè	k ó r è
4453	make (wage) war, fight a war	Bangime	kóré ɲààná	k ó r é # ɲ àː n á
4454	make (wage) war, fight a war	Ben_Tey	kɔ̀mbɔ́ tá	k ɔ̀ m b ɔ́ # t á
4455	make (wage) war, fight a war	Bankan_Tey	kɔ̀mbɔ́ tá	k ɔ̀ m b ɔ́ # t á
4456	make (wage) war, fight a war	Nanga	kɔ̀mbɔ́ tá:	k ɔ̀ m b ɔ́ # t áː
4457	make (wage) war, fight a war	Jamsay_Douentza	kɔ̀mɔ́ tá:ⁿ	k ɔ̀ m ɔ́ # t áːⁿ
4458	make (wage) war, fight a war	Perge_Tegu	kɔ̀mbɔ́ tá:	k ɔ̀ m b ɔ́ # t áː
4459	make (wage) war, fight a war	Togo_Kan	kɔ̀mɔ́ tá:	k ɔ̀ m ɔ́ # t áː
4460	make (wage) war, fight a war	Yorno_So	kɔ̀mɔ́ tá:	k ɔ̀ m ɔ́ # t áː
4461	make (wage) war, fight a war	Tommo_So	kɔ̀mbɔ́ táá	k ɔ̀ m b ɔ́ # t áː
4462	make (wage) war, fight a war	Tebul_Ure	zégé zèjí	z é ɡ é # z è dʒ í
4463	make (wage) war, fight a war	Yanda_Dom	kɔ̀mbɔ̀ tá:	k ɔ̀ m b ɔ̀ # t áː
4464	make (wage) war, fight a war	Yanda_Dom	tá:lì	t áː l ì
4465	make (wage) war, fight a war	Najamba	kɔ̀mbɛ́ tɛ́:	k ɔ̀ m b ɛ́ # t ɛ́ː
4466	make (wage) war, fight a war	Najamba	tɛ̀:	t ɛ̀ː
