ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
4113	hard ("dry")	Yorno_So	mǎ:	m ǎː	DB
4114	hard ("dry")	Donno_So	mǎy	m ǎ j	DB
4115	hard, firm, solid, stiff (surface, object)	Bangime	kõ̀ɔ̃́	k òⁿ ɔ́ⁿ	DB,LJ
4116	hard, firm, solid, stiff (surface, object)	Bangime	kɔ́òⁿ	k ɔ́ òⁿ	DB,LJ
4117	hard, firm, solid, stiff (surface, object)	Bankan_Tey	ma᷈wⁿ	m a᷈ wⁿ	DB,LJ
4118	hard, firm, solid, stiff (surface, object)	Ben_Tey	ma᷈wⁿ	m a᷈ wⁿ	DB,LJ
4119	hard, firm, solid, stiff (surface, object)	Ben_Tey	mǎ:	m ǎː	DB,LJ
4120	hard, firm, solid, stiff (surface, object)	Bunoge	ɲà:ŋì	ɲ àː ŋ ì	DB,LJ
4121	hard, firm, solid, stiff (surface, object)	Gourou	déŋ	d é ŋ	DB,LJ
4122	hard, firm, solid, stiff (surface, object)	Jamsay_Douentza	déŋ	d é ŋ	DB,LJ
4123	hard, firm, solid, stiff (surface, object)	Jamsay_Douentza	mǎyⁿ	m ǎ jⁿ	DB,LJ
4124	hard, firm, solid, stiff (surface, object)	Mombo	kéndékéndú	k é n d é k é n d ú	DB,LJ
4125	hard, firm, solid, stiff (surface, object)	Najamba	mǎyyè	m ǎ j j è	DB,LJ
4126	hard, firm, solid, stiff (surface, object)	Najamba	mǎyŋgò	m ǎ j ŋ ɡ ò	DB,LJ
4127	hard, firm, solid, stiff (surface, object)	Nanga	ɛ̌:	ɛ̌ː	DB,LJ
4128	hard, firm, solid, stiff (surface, object)	Nanga	márⁿî	m á rⁿ î	DB,LJ
4129	hard, firm, solid, stiff (surface, object)	Nanga	mǎ:	m ǎː	DB,LJ
4130	hard, firm, solid, stiff (surface, object)	Penange	kàmmì	k à m m ì	DB,LJ
4131	hard, firm, solid, stiff (surface, object)	Perge_Tegu	mǎyⁿ	m ǎ jⁿ	DB,LJ
4132	hard, firm, solid, stiff (surface, object)	Sangha_So	ɛ́ⁿɛ́ⁿ	ɛ́ⁿ ɛ́ⁿ	DB,LJ
4133	hard, firm, solid, stiff (surface, object)	Sangha_So	màá	m ǎː	DB,LJ
4134	hard, firm, solid, stiff (surface, object)	Tiranige	málání	m á l á n í	DB,LJ
4135	hard, firm, solid, stiff (surface, object)	Togo_Kan	kégú	k é ɡ ú	DB,LJ
4136	hard, firm, solid, stiff (surface, object)	Togo_Kan	mǎ	m ǎ	DB,LJ
4137	hard, firm, solid, stiff (surface, object)	Tommo_So	ɛ́ɛ́ⁿ	ɛ́ːⁿ	DB,LJ
4138	hard, firm, solid, stiff (surface, object)	Tommo_So	máyyám	m á j j á m	DB,LJ
4139	hard, firm, solid, stiff (surface, object)	Tommo_So	máá	m áː	DB,LJ
4140	hard, firm, solid, stiff (surface, object)	Toro_Tegu	mǎyⁿ	m ǎ jⁿ	DB,LJ
4141	hard, firm, solid, stiff (surface, object)	Toro_Tegu	mǎw	m ǎ w	DB,LJ
4142	hard, firm, solid, stiff (surface, object)	Toro_Tegu	m̀bǎw	m̀ b ǎ w	DB,LJ
4143	hard, firm, solid, stiff (surface, object)	Yanda_Dom	ʔə̀yⁿàyⁿ	ʔ ə̀ jⁿ à jⁿ	DB,LJ
4144	hard, firm, solid, stiff (surface, object)	Yorno_So	ɛ̌:ⁿ	ɛ̌ːⁿ	DB,LJ
4145	hard, firm, solid, stiff (surface, object)	Yorno_So	mǎ:	m ǎː	DB,LJ
4146	hard, firm, solid, stiff (surface, object)	Tebul_Ure	márⁿɛ̀:	m á rⁿ ɛ̀ː	DB,LJ
4147	hard, firm, solid, stiff (surface, object)	Tebul_Ure	mán-gɔ̀	m á n ɡ ɔ̀	DB,LJ
4148	hard, firm, solid, stiff (surface, object)	Tebul_Ure	mán-mbɔ̀	m á n m b ɔ̀	DB,LJ
4149	hard, firm, solid, stiff (surface, object)	Dogul_Dom	ɛ́gɛ̀-ŋ̀	ɛ́ ɡ ɛ̀ ŋ̀	DB,LJ
4150	have	Ampari	sò	s ò	DB
4151	have	Bankan_Tey	yá só	j á # s ó	DB
4152	have	Ben_Tey	yá só	j á # s ó	DB
4153	have	Bunoge	bò sà	b ò # s à	DB
4154	have	Gourou	yɛ́ sá	j ɛ́ # s á	DB
4155	have	Jamsay_Douentza	sà	s à	DB
4156	have	Mombo	sá:	s áː	DB
4157	have	Najamba	jógò	dʒ ó ɡ ò	DB
4158	have	Nanga	yá sò	j á # s ò	DB
4159	have	Penange	ɛ̀ⁿ sâⁿ	ɛ̀ⁿ # s âⁿ	DB
4160	have	Perge_Tegu	yá sà	j á # s à	DB
4161	have	Tebul_Ure	yé sɔ̀	j é # s ɔ̀	DB
4162	have	Tiranige	sá	s á	DB
4163	have	Togo_Kan	sà	s à	DB
4164	have	Tommo_So	sɛ́	s ɛ́	DB
4165	have	Toro_Tegu	sá	s á	DB
4166	have	Yanda_Dom	yà zó	j à # z ó	DB
4167	have	Yanda_Dom	zò	z ò	DB
4168	have	Yorno_So	yá sɛ̀	j á # s ɛ̀	DB
4169	have	Dogul_Dom	yè jó	j è # dʒ ó	DB
4170	have	Dogul_Dom	jò	dʒ ò	DB
4171	have	Donno_So	yí sɛ̀	j í # s ɛ̀	DB
4172	have ever VPed (experiential perfect suffix or aux)	Ampari	té	t é	DB
4173	have ever VPed (experiential perfect suffix or aux)	Ben_Tey	tâ	t â	DB
4174	have ever VPed (experiential perfect suffix or aux)	Bunoge	wɛ́lɛ̀: bò	w ɛ́ l ɛ̀ː # b ò	DB
4175	have ever VPed (experiential perfect suffix or aux)	Jamsay_Douentza	tɛ́rɛ̀	t ɛ́ r ɛ̀	DB
4176	have ever VPed (experiential perfect suffix or aux)	Najamba	tár jò	t á r # dʒ ò	DB
4177	have ever VPed (experiential perfect suffix or aux)	Nanga	tá:só	t áː s ó	DB
4178	have ever VPed (experiential perfect suffix or aux)	Penange	té	t é	DB
4179	have ever VPed (experiential perfect suffix or aux)	Perge_Tegu	tɛ́sà	t ɛ́ s à	DB
4180	have ever VPed (experiential perfect suffix or aux)	Tebul_Ure	tɛ́rɛ́bì	t ɛ́ r ɛ́ b ì	DB
4181	have ever VPed (experiential perfect suffix or aux)	Tiranige	té	t é	DB
4182	have ever VPed (experiential perfect suffix or aux)	Tiranige	tèy	t è j	DB
4183	have ever VPed (experiential perfect suffix or aux)	Togo_Kan	tɛ́jɛ̀	t ɛ́ dʒ ɛ̀	DB
4184	have ever VPed (experiential perfect suffix or aux)	Tomo_Kan_Segue	cìnì	tʃ ì n ì	DB
4185	have ever VPed (experiential perfect suffix or aux)	Toro_Tegu	wâ:	w âː	DB
4186	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́bɛ̀	t ɛ́ r ɛ́ b ɛ̀	DB
4187	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́zò	t ɛ́ r ɛ́ z ò	DB
4188	have ever VPed (experiential perfect suffix or aux)	Yorno_So	tɛ́rɔ̀:	t ɛ́ r ɔ̀ː	DB
4189	have ever VPed (experiential perfect suffix or aux)	Donno_So	-tíyà wɔ̀	t í j à # w ɔ̀	DB
4190	have fun (verb only)	Bangime	sáŋà	s á ŋ à	DB,SW
4191	have fun (verb only)	Bankan_Tey	cɛ́mírⁿí	tʃ ɛ́ m í rⁿ í	DB,SW
4192	have fun (verb only)	Ben_Tey	cɛ́mnɛ́	tʃ ɛ́ m n ɛ́	DB,SW
4193	have fun (verb only)	Bunoge	mérálè	m é r á l è	DB,SW
4194	have fun (verb only)	Dogul_Dom	kɛ̀ndɛ́	k ɛ̀ n d ɛ́	DB,SW
4195	have fun (verb only)	Gourou	kɛ́rⁿíwⁿɛ́	k ɛ́ rⁿ í wⁿ ɛ́	DB,SW
4196	have fun (verb only)	Jamsay_Douentza	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ́ rⁿ ɛ́ wⁿ ɛ́	DB,SW
4197	have fun (verb only)	Jamsay_Mondoro	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ́ rⁿ ɛ́ wⁿ ɛ́	DB,SW
4198	have fun (verb only)	Mombo	mɛ̀rù mɛ́rɛ́	m ɛ̀ r ù # m ɛ́ r ɛ́	DB,SW
4199	have fun (verb only)	Najamba	kélám	k é l á m	DB,SW
4200	have fun (verb only)	Nanga	kɛ́mírⁿí	k ɛ́ m í rⁿ í	DB,SW
4201	have fun (verb only)	Penange	mɛ́rɛ́	m ɛ́ r ɛ́	DB,SW
4202	have fun (verb only)	Perge_Tegu	kɛ́mnɛ́	k ɛ́ m n ɛ́	DB,SW
4203	have fun (verb only)	Tebul_Ure	cɛ́mné:	tʃ ɛ́ m n éː	DB,SW
4204	have fun (verb only)	Tiranige	nájó	n á dʒ ó	DB,SW
4205	have fun (verb only)	Togo_Kan	kɛ́nì:	k ɛ́ n ìː	DB,SW
4206	have fun (verb only)	Tommo_So	kílɛ́mɔ́	k í l ɛ́ m ɔ́	DB,SW
4207	have fun (verb only)	Toro_Tegu	cɛ́ná	tʃ ɛ́ n á	DB,SW
4208	have fun (verb only)	Toro_Tegu	cɛ́nú	tʃ ɛ́ n ú	DB,SW
4209	have fun (verb only)	Yanda_Dom	cɛ́mnálì	tʃ ɛ́ m n á l ì	DB,SW
4210	have fun (verb only)	Yanda_Dom	cɛ́mnɛ́	tʃ ɛ́ m n ɛ́	DB,SW
4211	have fun (verb only)	Yorno_So	yɔ̀gɔ́rɔ́	j ɔ̀ ɡ ɔ́ r ɔ́	DB,SW
4212	have fun (verb only)	Yorno_So	yɔ̀gúrú	j ɔ̀ ɡ ú r ú	DB,SW
4213	have fun (verb only)	Donno_So	kédè	k é d è	DB,SW
4214	have fun (verb only)	Donno_So	kéd-è	k é d è	DB,SW
4215	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ampari	tílí kánì	t í l í # k á n ì	DB
4216	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ben_Tey	jɛ̀	dʒ ɛ̀	DB
4217	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Jamsay_Douentza	jɛ̀	dʒ ɛ̀	DB
4218	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Najamba	jɛ́	dʒ ɛ́	DB
4219	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Nanga	jɛ̀	dʒ ɛ̀	DB
4220	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Penange	dɛ́ŋgɛ́	d ɛ́ ŋ ɡ ɛ́	DB
4221	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Perge_Tegu	jɛ̀	dʒ ɛ̀	DB
4222	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tebul_Ure	dɛ̀	d ɛ̀	DB
4223	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tiranige	sɛ́	s ɛ́	DB
4224	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Togo_Kan	jɛ̂	dʒ ɛ̂	DB
4225	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tomo_Kan_Segue	jɛ̀	dʒ ɛ̀	DB
4226	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yanda_Dom	zɛ̀	z ɛ̀	DB
4227	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yorno_So	jɛ̀:	dʒ ɛ̀ː	DB
4228	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Donno_So	dɔ̌:	d ɔ̌ː	DB
4229	have never VPed (experiential perfect negative)	Ampari	térí	t é r í	DB
4230	have never VPed (experiential perfect negative)	Ben_Tey	tàlí	t à l í	DB
4231	have never VPed (experiential perfect negative)	Bunoge	wɛ́lɛ̀: ʔórì	w ɛ́ l ɛ̀ː # ʔ ó r ì	DB
4232	have never VPed (experiential perfect negative)	Jamsay_Douentza	tɛ̀lí	t ɛ̀ l í	DB
4233	have never VPed (experiential perfect negative)	Najamba	tárál	t á r á l	DB
4234	have never VPed (experiential perfect negative)	Nanga	tà:rí	t àː r í	DB
4235	have never VPed (experiential perfect negative)	Penange	tè:ndí	t èː n d í	DB
4236	have never VPed (experiential perfect negative)	Perge_Tegu	tɛ̀lí	t ɛ̀ l í	DB
4237	have never VPed (experiential perfect negative)	Tebul_Ure	tɛ̀ràlí	t ɛ̀ r à l í	DB
4238	have never VPed (experiential perfect negative)	Tiranige	té:nì	t éː n ì	DB
4239	have never VPed (experiential perfect negative)	Togo_Kan	tɛ̀lí	t ɛ̀ l í	DB
4240	have never VPed (experiential perfect negative)	Tomo_Kan_Segue	tàwⁿ	t à wⁿ	DB
4241	have never VPed (experiential perfect negative)	Toro_Tegu	wâ:lí	w âː l í	DB
4242	have never VPed (experiential perfect negative)	Yanda_Dom	tɛ́rálì	t ɛ́ r á l ì	DB
4243	have never VPed (experiential perfect negative)	Yorno_So	tɛ́rv́	t ɛ́ r v́	DB
4244	have never VPed (experiential perfect negative)	Donno_So	-tà-lí	t à l í	DB
4245	he doesn't have, he lacks	Ampari	sò:ndá	s òː n d á	DB
4246	he doesn't have, he lacks	Bankan_Tey	sóndó	s ó n d ó	DB
4247	he doesn't have, he lacks	Ben_Tey	sòló	s ò l ó	DB
4248	he doesn't have, he lacks	Bunoge	sà:ndà	s àː n d à	DB
4249	he doesn't have, he lacks	Jamsay_Douentza	sà:rá	s àː r á	DB
4250	he doesn't have, he lacks	Mombo	sá:ndá	s áː n d á	DB
4251	he doesn't have, he lacks	Najamba	jògòndí	dʒ ò ɡ ò n d í	DB
4252	he doesn't have, he lacks	Nanga	sòǹdó	s ò ǹ d ó	DB
4253	he doesn't have, he lacks	Penange	sá:ndá	s áː n d á	DB
4254	he doesn't have, he lacks	Perge_Tegu	sà:rá	s àː r á	DB
4255	he doesn't have, he lacks	Tebul_Ure	sɔ́ndɔ̀	s ɔ́ n d ɔ̀	DB
4256	he doesn't have, he lacks	Tiranige	sà:nà	s àː n à	DB
4257	he doesn't have, he lacks	Togo_Kan	wó sà:rá	w ó # s àː r á	DB
4258	he doesn't have, he lacks	Tommo_So	sɛ̀lɛ́	s ɛ̀ l ɛ́	DB
4259	he doesn't have, he lacks	Toro_Tegu	sàrɔ́:	s à r ɔ́ː	DB
4260	he doesn't have, he lacks	Yanda_Dom	zòń	z ò ń	DB
4261	he doesn't have, he lacks	Yorno_So	sɛ̀lɛ́	s ɛ̀ l ɛ́	DB
4262	he doesn't have, he lacks	Dogul_Dom	jò-nnú	dʒ ò n n ú	DB
4263	he doesn't have, he lacks	Donno_So	sɛ̀-lɛ́	s ɛ̀ l ɛ́	DB
4264	he is there	Ampari	ám bó	á m # b ó	DB
4265	he is there	Bankan_Tey	yá bún	j á # b ú n	DB
4266	he is there	Ben_Tey	yá bú	j á # b ú	DB
4267	he is there	Bunoge	bò	b ò	DB
4268	he is there	Dogul_Dom	yò bó	j ò # b ó	DB
4269	he is there	Gourou	yɔ́ wɔ̀	j ɔ́ # w ɔ̀	DB
4270	he is there	Jamsay_Douentza	yɔ́≡wɔ̀	j ɔ́ w ɔ̀	DB
4271	he is there	Jamsay_Mondoro	yɔ́≡wɔ̀	j ɔ́ w ɔ̀	DB
4272	he is there	Mombo	òbó:	ò b óː	DB
4273	he is there	Najamba	bó	b ó	DB
4274	he is there	Nanga	yá bù	j á # b ù	DB
4275	he is there	Penange	nù m̀ bó	n ù # m̀ # b ó	DB
4276	he is there	Perge_Tegu	yɔ̂:	j ɔ̂ː	DB
4277	he is there	Sangha_So	wó úⁿgɔ́	w ó # úⁿ ɡ ɔ́	DB
4278	he is there	Tebul_Ure	yé bù	j é # b ù	DB
4279	he is there	Tiranige	é wò	é # w ò	DB
4280	he is there	Togo_Kan	wó yɔ́ wɔ̀	w ó # j ɔ́ # w ɔ̀	DB
4281	he is there	Tommo_So	nɔ̀nú kɔ̂	n ɔ̀ n ú # k ɔ̂	DB
4282	he is there	Toro_Tegu	á dàwɔ́	á # d à w ɔ́	DB
4283	he is there	Toro_Tegu	á dɔ̌:	á # d ɔ̌ː	DB
4284	he is there	Yanda_Dom	yà bó	j à # b ó	DB
4285	he is there	Yorno_So	yá wɔ̀	j á # w ɔ̀	DB
4286	he is there	Donno_So	yɔ́=ɔ̀	j ɔ́ ɔ̀	DB
4287	he/she is ADJ' (stative predicate)	Ampari	órù	ó r ù	DB
4288	he/she is ADJ' (stative predicate)	Ben_Tey	bû	b û	DB
4289	he/she is ADJ' (stative predicate)	Ben_Tey	=m̀	m̀	DB
4290	he/she is ADJ' (stative predicate)	Bunoge	bò	b ò	DB
4291	he/she is ADJ' (stative predicate)	Jamsay_Douentza	=wɔ̀	w ɔ̀	DB
4292	he/she is ADJ' (stative predicate)	Najamba	m̀	m̀	DB
4293	he/she is ADJ' (stative predicate)	Nanga	=ẃ	ẃ	DB
4294	he/she is ADJ' (stative predicate)	Penange	yà bó	j à # b ó	DB
4295	he/she is ADJ' (stative predicate)	Tebul_Ure	î:	îː	DB
4296	he/she is ADJ' (stative predicate)	Tebul_Ure	y	j	DB
4297	he/she is ADJ' (stative predicate)	Tebul_Ure	u	u	DB
4298	he/she is ADJ' (stative predicate)	Tiranige	bǒ:	b ǒː	DB
4299	he/she is ADJ' (stative predicate)	Togo_Kan	wɔ̂	w ɔ̂	DB
4300	he/she is ADJ' (stative predicate)	Tomo_Kan_Segue	wɔ́	w ɔ́	DB
4301	he/she is ADJ' (stative predicate)	Toro_Tegu	wɔ́	w ɔ́	DB
4302	he/she is ADJ' (stative predicate)	Yanda_Dom	ḿ bò	ḿ # b ò	DB
4303	he/she is ADJ' (stative predicate)	Yorno_So	wɔ̀	w ɔ̀	DB
4304	he/she is ADJ' (stative predicate)	Donno_So	wɔ̀	w ɔ̀	DB
4305	he/she is ADJ' (stative predicate)	Donno_So	ŋ	ŋ	DB
4306	head	Ampari	kò:	k òː	DB,SW
4307	head	Bangime	déɡè	d é ɡ è	DB,SW
4308	head	Bankan_Tey	kû:	k ûː	DB,SW
4309	head	Ben_Tey	kùtógórò	k ù t ó ɡ ó r ò	DB,SW
4310	head	Ben_Tey	kû:	k ûː	DB,SW
4311	head	Bunoge	kò	k ò	DB,SW
4312	head	Dogul_Dom	kíígù	k íː ɡ ù	DB,SW
4313	head	Gourou	kú:ⁿ	k úːⁿ	DB,SW
4314	head	Jamsay_Douentza	dárⁿá	d á rⁿ á	DB,SW
4315	head	Jamsay_Douentza	kú:ⁿ	k úːⁿ	DB,SW
4316	head	Jamsay_Mondoro	kú:ⁿ	k úːⁿ	DB,SW
4317	head	Mombo	kó:	k óː	DB,SW
4318	head	Najamba	dánà:	d á n àː	DB,SW
4319	head	Najamba	dánɛ̀:	d á n ɛ̀ː	DB,SW
4320	head	Najamba	kî:	k îː	DB,SW
4321	head	Najamba	kî:ŋgè	k îː ŋ ɡ è	DB,SW
4322	head	Nanga	kû:	k ûː	DB,SW
4323	head	Penange	kó:	k óː	DB,SW
4324	head	Perge_Tegu	kù:tógóró	k ùː t ó ɡ ó r ó	DB,SW
4325	head	Sangha_So	kúú	k úː	DB,SW
4326	head	Tebul_Ure	dànàbándá	d à n à b á n d á	DB,SW
4327	head	Tebul_Ure	kúgɔ́	k ú ɡ ɔ́	DB,SW
4328	head	Tiranige	dànà	d à n à	DB,SW
4329	head	Tiranige	kògò	k ò ɡ ò	DB,SW
4330	head	Togo_Kan	kùnúgóró	k ù n ú ɡ ó r ó	DB,SW
4331	head	Togo_Kan	kúⁿ	k úⁿ	DB,SW
4332	head	Togo_Kan	kùⁿkɛ́nɛ́	k ùⁿ k ɛ́ n ɛ́	DB,SW
4333	head	Tommo_So	dáná	d á n á	DB,SW
4334	head	Tommo_So	kúú	k úː	DB,SW
4335	head	Tomo_Kan_Diangassagou	gòndò	ɡ ò n d ò	DB,SW
4336	head	Tomo_Kan_Segue	gòndò	ɡ ò n d ò	DB,SW
4337	head	Toro_Tegu	kú	k ú	DB,SW
4338	head	Toro_Tegu	kùbónó	k ù b ó n ó	DB,SW
4339	head	Yanda_Dom	dàrⁿá	d à rⁿ á	DB,SW
4340	head	Yanda_Dom	dàrⁿàbàndá	d à rⁿ à b à n d á	DB,SW
4341	head	Yanda_Dom	kòtógóró	k ò t ó ɡ ó r ó	DB,SW
4342	head	Yorno_So	dárⁿá	d á rⁿ á	DB,SW
4343	head	Yorno_So	kû:	k ûː	DB,SW
4344	head	Donno_So	kû:	k ûː	DB,SW
4345	head	Donno_So	dánà	d á n à	DB,SW
4346	hear (sound, voice)	Ampari	mánù	m á n ù	DB,LJ
4347	hear (sound, voice)	Bangime	nnórè	n n ó r è	DB,LJ
4348	hear (sound, voice)	Bankan_Tey	nú	n ú	DB,LJ
4349	hear (sound, voice)	Ben_Tey	nǔ	n ǔ	DB,LJ
4350	hear (sound, voice)	Bunoge	núndè	n ú n d è	DB,LJ
4351	hear (sound, voice)	Dogul_Dom	nùŋɛ́	n ù ŋ ɛ́	DB,LJ
4352	hear (sound, voice)	Jamsay_Douentza	áɣá	á ɣ á	DB,LJ
4353	hear (sound, voice)	Jamsay_Mondoro	áɣá	á ɣ á	DB,LJ
4354	hear (sound, voice)	Mombo	núndé	n ú n d é	DB,LJ
4355	hear (sound, voice)	Najamba	ŋwɛ́	ŋ w ɛ́	DB,LJ
4356	hear (sound, voice)	Najamba	ŋwɛ̀	ŋ w ɛ̀	DB,LJ
4357	hear (sound, voice)	Nanga	nǔyⁿ	n ǔ jⁿ	DB,LJ
4358	hear (sound, voice)	Penange	núndé	n ú n d é	DB,LJ
4359	hear (sound, voice)	Perge_Tegu	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB,LJ
4360	hear (sound, voice)	Tebul_Ure	nɔ́	n ɔ́	DB,LJ
4361	hear (sound, voice)	Tiranige	nú:ndó	n úː n d ó	DB,LJ
4362	hear (sound, voice)	Togo_Kan	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB,LJ
4363	hear (sound, voice)	Tommo_So	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB,LJ
4364	hear (sound, voice)	Toro_Tegu	ɛ́gá	ɛ́ ɡ á	DB,LJ
4365	hear (sound, voice)	Toro_Tegu	ɛ́gú	ɛ́ ɡ ú	DB,LJ
4366	hear (sound, voice)	Yanda_Dom	nɔ́	n ɔ́	DB,LJ
4367	hear (sound, voice)	Yanda_Dom	nwàlí	n w à l í	DB,LJ
4368	hear (sound, voice)	Yorno_So	ɛ́gɛ́	ɛ́ ɡ ɛ́	DB,LJ
4369	hear (sound, voice)	Donno_So	ɛ́gɛ̀	ɛ́ ɡ ɛ̀	DB,LJ
4370	hear (sound, voice)	Donno_So	ɛ́g-ɛ̀	ɛ́ ɡ ɛ̀	DB,LJ
4371	heart	Ampari	dòwⁿsèmbè	d ò wⁿ s è m b è	DB,SW
4372	heart	Bangime	bìmɛ̀	b ì m ɛ̀	DB,SW
4373	heart	Bankan_Tey	kɛ̀ndɛ̀ dúwà	k ɛ̀ n d ɛ̀ # d ú w à	DB,SW
4374	heart	Ben_Tey	cɛ̀lɛ̀yî:	tʃ ɛ̀ l ɛ̀ j îː	DB,SW
4375	heart	Bunoge	dòŋgòbè	d ò ŋ ɡ ò b è	DB,SW
4376	heart	Dogul_Dom	kìɲjɔ́ dònnɛ́	k ì ɲ dʒ ɔ́ # d ò n n ɛ́	DB,SW
4377	heart	Gourou	kɛ̀nɛ̀ î:ⁿ	k ɛ̀ n ɛ̀ # îːⁿ	DB,SW
4378	heart	Jamsay_Douentza	cɛ́nɛ̀	tʃ ɛ́ n ɛ̀	DB,SW
4379	heart	Mombo	dóŋgósí	d ó ŋ ɡ ó s í	DB,SW
4380	heart	Najamba	kèndà: sósòrò:	k è n d àː # s ó s ò r òː	DB,SW
4381	heart	Najamba	kɛ̀ndɛ̀: sósòrè:	k ɛ̀ n d ɛ̀ː # s ó s ò r èː	DB,SW
4382	heart	Nanga	kɛ̀ndɛ̀sóró	k ɛ̀ n d ɛ̀ s ó r ó	DB,SW
4383	heart	Penange	dòŋgòsê:	d ò ŋ ɡ ò s êː	DB,SW
4384	heart	Perge_Tegu	kɛ̀lɛ̀î:ⁿ	k ɛ̀ l ɛ̀ îːⁿ	DB,SW
4385	heart	Sangha_So	lòmdóró	l ò m d ó r ó	DB,SW
4386	heart	Sangha_So	lùmdɔ́rɔ́	l ù m d ɔ́ r ɔ́	DB,SW
4387	heart	Sangha_So	lùmtɔ́rɔ́	l ù m t ɔ́ r ɔ́	DB,SW
4388	heart	Tebul_Ure	kɛ̀ndɛ̀dùgáyɛ́	k ɛ̀ n d ɛ̀ d ù ɡ á j ɛ́	DB,SW
4389	heart	Tiranige	dòŋgòsèŋgé	d ò ŋ ɡ ò s è ŋ ɡ é	DB,SW
4390	heart	Togo_Kan	kɛ̀nɛ̀jógó	k ɛ̀ n ɛ̀ dʒ ó ɡ ó	DB,SW
4391	heart	Tommo_So	kìndɛ̀ dúgɔ́	k ì n d ɛ̀ # d ú ɡ ɔ́	DB,SW
4392	heart	Tomo_Kan_Diangassagou	cɛ̀nɛ̀nɛ̀yⁿ	tʃ ɛ̀ n ɛ̀ n ɛ̀ jⁿ	DB,SW
4393	heart	Tomo_Kan_Segue	sóⁿ	s óⁿ	DB,SW
4394	heart	Toro_Tegu	cɛ̀làtóŋó	tʃ ɛ̀ l à t ó ŋ ó	DB,SW
4395	heart	Yanda_Dom	cìndà dùgá	tʃ ì n d à # d ù ɡ á	DB,SW
4396	heart	Yanda_Dom	cìndààndònò	tʃ ì n d àː n d ò n ò	DB,SW
4397	heart	Yorno_So	lòŋgá	l ò ŋ ɡ á	DB,SW
4398	heart	Donno_So	kíndɛ̀	k í n d ɛ̀	DB,SW
4399	heavy	Ampari	nìwⁿì	n ì wⁿ ì	DB,LJ,SW
4400	heavy	Bangime	mɛ̀nɛ́	m ɛ̀ n ɛ́	DB,LJ,SW
4401	heavy	Bankan_Tey	dùsúm	d ù s ú m	DB,LJ,SW
4402	heavy	Bankan_Tey	dùsû:	d ù s ûː	DB,LJ,SW
4403	heavy	Ben_Tey	dùsú	d ù s ú	DB,LJ,SW
4404	heavy	Bunoge	nìnjì	n ì n dʒ ì	DB,LJ,SW
4405	heavy	Dogul_Dom	dógùsò	d ó ɡ ù s ò	DB,LJ,SW
4406	heavy	Gourou	dùsú	d ù s ú	DB,LJ,SW
4407	heavy	Jamsay_Douentza	dùjú	d ù dʒ ú	DB,LJ,SW
4408	heavy	Jamsay_Mondoro	dùjú	d ù dʒ ú	DB,LJ,SW
4409	heavy	Mombo	dɔ́ŋgá	d ɔ́ ŋ ɡ á	DB,LJ,SW
4410	heavy	Najamba	nǐmgò	n ǐ m ɡ ò	DB,LJ,SW
4411	heavy	Najamba	nìmíyè	n ì m í j è	DB,LJ,SW
4412	heavy	Nanga	dúsî	d ú s î	DB,LJ,SW
4413	heavy	Penange	dɔ́ŋgá	d ɔ́ ŋ ɡ á	DB,LJ,SW
4414	heavy	Perge_Tegu	dùsú	d ù s ú	DB,LJ,SW
4415	heavy	Sangha_So	démé	d é m é	DB,LJ,SW
4416	heavy	Tiranige	né:ŋgó:	n éː ŋ ɡ óː	DB,LJ,SW
