# Wordlist

# DATA
ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	VARIANTS
5555	mouth	Nanga	nɔ̌:	n ɔː ˩˥	DB,LJ,SW	
5556	mouth	Penange	dòn	d o ˨ n	DB,LJ,SW	
5557	mouth	Perge_Tegu	ká:	k aː ˦	DB,LJ,SW	
5560	mouth	Tebul_Ure	m̀bùgɔ́	m ˨ b u ˨ ɡ ɔ ˦	DB,LJ,SW	
5561	mouth	Tiranige	ɔ̀mɔ̀	ɔ ˨ m ɔ ˨	DB,LJ,SW	
5562	mouth	Togo_Kan	káⁿ	k ã ˦	DB,LJ,SW	
5563	mouth	Tommo_So	áŋá	a ˦ ŋ a ˦	DB,LJ,SW	k ɛ ˨ n n ɛ ˦
5567	mouth	Toro_Tegu	ká	k a ˦	DB,LJ,SW	
5568	mouth	Yanda_Dom	m̀bò	m ˨ b o ˨	DB,LJ,SW	tʃ ɛ ˦ n ɛ ˦
5570	mouth	Yorno_So	áŋá	a ˦ ŋ a ˦	DB,LJ,SW	k ɛ ˨ n ɛ ˦
5572	mouth	Donno_So	kɛ̀nnɛ́	k ɛ ˨ n n ɛ ˦	DB,LJ,SW	
#
5597	narrow (passageway, road)	Bangime	kámbàrà	k a ˦ m b a ˨ r a ˨	DB,SW	
5598	narrow (passageway, road)	Bankan_Tey	pɛ̀ŋgú	p ɛ ˨ ŋ ɡ u ˦	DB,SW	
5599	narrow (passageway, road)	Ben_Tey	pɛ̀ngûw	p ɛ ˨ n ɡ u ˥˩ w	DB,SW	
5600	narrow (passageway, road)	Bunoge	pɛ̀ŋgɛ̀	p ɛ ˨ ŋ ɡ ɛ ˨	DB,SW	
5601	narrow (passageway, road)	Jamsay_Douentza	ɛ̌m	ɛ ˩˥ m	DB,SW	
5603	narrow (passageway, road)	Mombo	pémbù	p e ˦ m b u ˨	DB,SW	
5604	narrow (passageway, road)	Najamba	pɛ̀mbíyè	p ɛ ˨ m b i ˦ j e ˨	DB,SW	
5605	narrow (passageway, road)	Nanga	ɛ̀mbí	ɛ ˨ m b i ˦	DB,SW	p e ˦ ŋ i ˥˩
5607	narrow (passageway, road)	Penange	pɛ̀ŋgɛ̀	p ɛ ˨ ŋ ɡ ɛ ˨	DB,SW	
5608	narrow (passageway, road)	Perge_Tegu	ɛ̀mbú	ɛ ˨ m b u ˦	DB,SW	
5609	narrow (passageway, road)	Tiranige	wéníwè	w e ˦ n i ˦ w e ˨	DB,SW	
5610	narrow (passageway, road)	Togo_Kan	dègé	d e ˨ ɡ e ˦	DB,SW	
5611	narrow (passageway, road)	Tommo_So	ɛ̀mmú	ɛ ˨ m m u ˦	DB,SW	
5612	narrow (passageway, road)	Toro_Tegu	cɛ̌m	tʃ ɛ ˩˥ m	DB,SW	
5613	narrow (passageway, road)	Yanda_Dom	ɛ̀mù	ɛ ˨ m u ˨	DB,SW	
5614	narrow (passageway, road)	Yorno_So	ɛ̀mí:	ɛ ˨ m iː ˦	DB,SW	ɛ ˨ m u ˦
5616	narrow (passageway, road)	Tebul_Ure	ɛ̀mbɛ̌:	ɛ ˨ m b ɛː ˩˥	DB,SW	ɛ ˨ m b u ˨ ɡ ɔ ˦
5618	narrow (passageway, road)	Donno_So	èmmú	e ˨ m m u ˦	DB,SW	
#
5619	navel	Bangime	bóŋɡɔ́rò	b o ˦ ŋ ɡ ɔ ˦ r o ˨	DB,LJ	b ɔ ˦ ŋ w i ˦ ɛ ˨
5621	navel	Bankan_Tey	kón	k o ˦ n	DB,LJ	
5622	navel	Ben_Tey	bɔ̀ŋgɔ́	b ɔ ˨ ŋ ɡ ɔ ˦	DB,LJ	
5623	navel	Bunoge	bɔ́ŋgɛ́lɛ̀	b ɔ ˦ ŋ ɡ ɛ ˦ l ɛ ˨	DB,LJ	
5624	navel	Dogul_Dom	bɔ́ŋgɔ̀	b ɔ ˦ ŋ ɡ ɔ ˨	DB,LJ	
5625	navel	Gourou	kón	k o ˦ n	DB,LJ	
5626	navel	Jamsay_Douentza	kón	k o ˦ n	DB,LJ	
5628	navel	Mombo	bòŋgèlé	b o ˨ ŋ ɡ e ˨ l e ˦	DB,LJ	
5629	navel	Najamba	bɔ́ŋgɛ̀:	b ɔ ˦ ŋ ɡ ɛː ˨	DB,LJ	b ɔ ˦ ŋ ɡ ɔː ˨
5631	navel	Nanga	bɔ̀ŋgɔ́	b ɔ ˨ ŋ ɡ ɔ ˦	DB,LJ	
5632	navel	Penange	bɔ̀ŋgɔ̀	b ɔ ˨ ŋ ɡ ɔ ˨	DB,LJ	
5633	navel	Perge_Tegu	bɔ̀ŋgɔ́	b ɔ ˨ ŋ ɡ ɔ ˦	DB,LJ	
5635	navel	Tebul_Ure	bɔ̀ŋgɔ́	b ɔ ˨ ŋ ɡ ɔ ˦	DB,LJ	
5636	navel	Tiranige	bɔ̀ŋgùlɔ̀	b ɔ ˨ ŋ ɡ u ˨ l ɔ ˨	DB,LJ	
5637	navel	Togo_Kan	bɔ̀gú	b ɔ ˨ ɡ u ˦	DB,LJ	
5638	navel	Tommo_So	bɔ̀ŋgɔ̀ý	b ɔ ˨ ŋ ɡ ɔ ˨ j ˦	DB,LJ	
5641	navel	Toro_Tegu	kórú	k o ˦ r u ˦	DB,LJ	
5642	navel	Yanda_Dom	bɔ̀ŋɔ̀	b ɔ ˨ ŋ ɔ ˨	DB,LJ	
5643	navel	Yorno_So	bɔ̀gìý	b ɔ ˨ ɡ i ˨ j ˦	DB,LJ	
5644	navel	Donno_So	bɔ̀ŋg-î:	b ɔ ˨ ŋ ɡ iː ˥˩	DB,LJ	
#
5646	near, close	Bangime	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW	
5647	near, close	Bankan_Tey	cér wò	tʃ e ˦ r # w o ˨	DB,SW	tʃ e ˦ r i ˨ # w o ˨
5649	near, close	Ben_Tey	sɔ̀súyɛ̀	s ɔ ˨ s u ˦ j ɛ ˨	DB,SW	s ɔ ˨ s u ˥˩ m // s ɔ ˨ s u ˥˩ w
5652	near, close	Bunoge	tɔ́:ⁿtɔ́:ⁿ bò	t ɔ̃ː ˦ t ɔ̃ː ˦ # b o ˨	DB,SW	
5653	near, close	Dogul_Dom	bɛ̀rɛ́g	b ɛ ˨ r ɛ ˦ ɡ	DB,SW	
5654	near, close	Gourou	é:ŋí: kɔ̀	eː ˦ ŋ iː ˦ # k ɔ ˨	DB,SW	ɛː ˦ ŋ i ˦
5656	near, close	Jamsay_Douentza	é:ŋ	eː ˦ ŋ	DB,SW	
5658	near, close	Mombo	bɛ́rù	b ɛ ˦ r u ˨	DB,SW	p e ˦ ŋ ɡ u ˦
5660	near, close	Najamba	dǔmgè	d u ˩˥ m ɡ e ˨	DB,SW	d u ˨ m i ˦ j e ˨
5662	near, close	Nanga	bɛ̀rí	b ɛ ˨ r i ˦	DB,SW	
5663	near, close	Penange	jámá	dʒ a ˦ m a ˦	DB,SW	
5664	near, close	Perge_Tegu	bɛ̀rú	b ɛ ˨ r u ˦	DB,SW	
5667	near, close	Tebul_Ure	bɛ̀rɛ́:	b ɛ ˨ r ɛː ˦	DB,SW	b ɛ ˨ r ɡ ɔ ˦ // b ɛ ˨ r m b ɔ ˦
5670	near, close	Tiranige	bɛ́:rí	b ɛː ˦ r i ˦	DB,SW	
5671	near, close	Togo_Kan	ɛ́:ŋú	ɛː ˦ ŋ u ˦	DB,SW	
5672	near, close	Tommo_So	bɛ̀rúgó	b ɛ ˨ r u ˦ ɡ o ˦	DB,SW	
5673	near, close	Toro_Tegu	bɛ̀rú	b ɛ ˨ r u ˦	DB,SW	
5674	near, close	Yanda_Dom	bɛ̀dú	b ɛ ˨ d u ˦	DB,SW	
5675	near, close	Yorno_So	bɛ̀rú	b ɛ ˨ r u ˦	DB,SW	
5676	near, close	Donno_So	bɛ̀rú	b ɛ ˨ r u ˦	DB,SW	b ɛ ˨ r uː ˩˥
#
5679	neck	Bangime	kẃà	k w ˦ a ˨	DB,LJ,SW	
5680	neck	Bankan_Tey	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5681	neck	Ben_Tey	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5682	neck	Bunoge	kóláŋgè	k o ˦ l a ˦ ŋ ɡ e ˨	DB,LJ,SW	
5683	neck	Dogul_Dom	mɔ́ɔ́gù	m ɔː ˦ ɡ u ˨	DB,LJ,SW	
5684	neck	Gourou	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5685	neck	Jamsay_Douentza	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5686	neck	Mombo	párù	p a ˦ r u ˨	DB,LJ,SW	
5687	neck	Najamba	mɔ̌ɛ̀	m ɔ ˩˥ ɛ ˨	DB,LJ,SW	m ɔː ˧˦˧
5689	neck	Nanga	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5690	neck	Penange	pàrò	p a ˨ r o ˨	DB,LJ,SW	
5691	neck	Perge_Tegu	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5693	neck	Tebul_Ure	kwǎ:	k w aː ˩˥	DB,LJ,SW	
5694	neck	Tiranige	mɔ́:	m ɔː ˦	DB,LJ,SW	
5695	neck	Togo_Kan	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5696	neck	Tommo_So	ɔ̀dɔ́	ɔ ˨ d ɔ ˦	DB,LJ,SW	
5699	neck	Toro_Tegu	kɔ̀rɔ́	k ɔ ˨ r ɔ ˦	DB,LJ,SW	
5700	neck	Yanda_Dom	kɔ̀lɔ̀	k ɔ ˨ l ɔ ˨	DB,LJ,SW	
5701	neck	Yorno_So	kùkɔ̀lɔ́	k u ˨ k ɔ ˨ l ɔ ˦	DB,LJ,SW	
5702	neck	Donno_So	kɔ̀lɔ̀-kɔ̀lɔ́	k ɔ ˨ l ɔ ˨ k ɔ ˨ l ɔ ˦	DB,LJ,SW	
#
5704	new	Bangime	káráá	k a ˦ r aː ˦	DB,LJ,SW	
5705	new	Bankan_Tey	kándà	k a ˦ n d a ˨	DB,LJ,SW	
5706	new	Ben_Tey	kálà	k a ˦ l a ˨	DB,LJ,SW	
5707	new	Bunoge	kàndà	k a ˨ n d a ˨	DB,LJ,SW	
5708	new	Dogul_Dom	kásá	k a ˦ s a ˦	DB,LJ,SW	
5709	new	Gourou	kàná	k a ˨ n a ˦	DB,LJ,SW	
5710	new	Jamsay_Douentza	kàná	k a ˨ n a ˦	DB,LJ,SW	
5712	new	Mombo	kándá	k a ˦ n d a ˦	DB,LJ,SW	
5713	new	Najamba	kàndǎ:	k a ˨ n d aː ˩˥	DB,LJ,SW	k a ˨ n d ɛː ˩˥
5715	new	Nanga	kándà	k a ˦ n d a ˨	DB,LJ,SW	
5716	new	Penange	kàndà	k a ˨ n d a ˨	DB,LJ,SW	
5717	new	Perge_Tegu	kàlá	k a ˨ l a ˦	DB,LJ,SW	
5719	new	Tebul_Ure	kàndá	k a ˨ n d a ˦	DB,LJ,SW	
5720	new	Tiranige	kándá	k a ˦ n d a ˦	DB,LJ,SW	
5721	new	Togo_Kan	kàná	k a ˨ n a ˦	DB,LJ,SW	
5722	new	Tommo_So	kàndá	k a ˨ n d a ˦	DB,LJ,SW	
5725	new	Toro_Tegu	kàlá	k a ˨ l a ˦	DB,LJ,SW	
5726	new	Yanda_Dom	kàndà	k a ˨ n d a ˨	DB,LJ,SW	m u ˨
5728	new	Yorno_So	kàná	k a ˨ n a ˦	DB,LJ,SW	
5729	new	Donno_So	kàndá	k a ˨ n d a ˦	DB,LJ,SW	
#
5731	night	Bangime	ʒìjé	ʒ i ˨ dʒ e ˦	DB,LJ,SW	
5732	night	Bankan_Tey	ɲân	ɲ a ˥˩ n	DB,LJ,SW	
5733	night	Ben_Tey	ɲárⁿù	ɲ a ˦ r̃ u ˨	DB,LJ,SW	
5734	night	Bunoge	yà	j a ˨	DB,LJ,SW	
5735	night	Dogul_Dom	yáágà	j aː ˦ ɡ a ˨	DB,LJ,SW	
5736	night	Gourou	dà:ɣá	d aː ˨ ɣ a ˦	DB,LJ,SW	
5737	night	Jamsay_Douentza	dà:ɣá	d aː ˨ ɣ a ˦	DB,LJ,SW	
5739	night	Mombo	dó:	d oː ˦	DB,LJ,SW	
5740	night	Najamba	ɲám	ɲ a ˦ m	DB,LJ,SW	
5741	night	Nanga	dɛ̀:ndɛ̂	d ɛː ˨ n d ɛ ˥˩	DB,LJ,SW	
5742	night	Penange	dógó	d o ˦ ɡ o ˦	DB,LJ,SW	
5743	night	Perge_Tegu	dɛ̀:gɛ́	d ɛː ˨ ɡ ɛ ˦	DB,LJ,SW	
5746	night	Tebul_Ure	dɛ̀ndɛ́	d ɛ ˨ n d ɛ ˦	DB,LJ,SW	
5747	night	Tiranige	yà:gù	j aː ˨ ɡ u ˨	DB,LJ,SW	
5748	night	Togo_Kan	dà:gá	d aː ˨ ɡ a ˦	DB,LJ,SW	
5749	night	Tommo_So	bàà dɛ̀nɛ́	b aː ˨ # d ɛ ˨ n ɛ ˦	DB,LJ,SW	d i ˨ ɡ ɛ ˦ // j a ˦ ŋ a ˦
5754	night	Toro_Tegu	yⁿà:ŋá	j̃ aː ˨ ŋ a ˦	DB,LJ,SW	
5755	night	Yanda_Dom	dèndà:	d e ˨ n d aː ˨	DB,LJ,SW	
5756	night	Yorno_So	dìgɛ́	d i ˨ ɡ ɛ ˦	DB,LJ,SW	
5757	night	Donno_So	yáŋà	j a ˦ ŋ a ˨	DB,LJ,SW	
#
5759	nine	Bankan_Tey	tè:súm	t eː ˨ s u ˦ m	DB	
5760	nine	Ben_Tey	tè:sǐm	t eː ˨ s i ˩˥ m	DB	
5761	nine	Bunoge	tó:wà	t oː ˦ w a ˨	DB	
5762	nine	Dogul_Dom	tùùwɔ́	t uː ˨ w ɔ ˦	DB	
5763	nine	Gourou	lá:rúwà	l aː ˦ r u ˦ w a ˨	DB	
5764	nine	Jamsay_Douentza	lá:rúwà	l aː ˦ r u ˦ w a ˨	DB	
5765	nine	Mombo	tó:wà	t oː ˦ w a ˨	DB	
5766	nine	Najamba	twây	t w a ˥˩ j	DB	
5767	nine	Nanga	tè:sǐ:	t eː ˨ s iː ˩˥	DB	
5768	nine	Penange	gè tó:wà	ɡ e ˨ # t oː ˦ w a ˨	DB	t oː ˨ w a ˨
5770	nine	Perge_Tegu	lá:rwà	l aː ˦ r w a ˨	DB	
5772	nine	Tebul_Ure	bà	b a ˨	DB	
5773	nine	Tiranige	tó:wá	t oː ˦ w a ˦	DB	
5774	nine	Togo_Kan	tùwâ:	t u ˨ w aː ˥˩	DB	
5775	nine	Tommo_So	túwwɔ́	t u ˦ w w ɔ ˦	DB	
5776	nine	Toro_Tegu	lá:rà	l aː ˦ r a ˨	DB	
5777	nine	Yanda_Dom	yètwâ:	j e ˨ t w aː ˥˩	DB	t w aː ˥˩
5779	nine	Yorno_So	tùwɔ́	t u ˨ w ɔ ˦	DB	
5780	nine	Donno_So	tù:gɔ́	t uː ˨ ɡ ɔ ˦	DB	
#
5782	nose	Bangime	sǔmbírí	s u ˩˥ m b i ˦ r i ˦	DB,LJ,SW	
5783	nose	Bankan_Tey	círⁿè	tʃ i ˦ r̃ e ˨	DB,LJ,SW	
5784	nose	Ben_Tey	círⁿì	tʃ i ˦ r̃ i ˨	DB,LJ,SW	
5785	nose	Bunoge	kìnà	k i ˨ n a ˨	DB,LJ,SW	
5786	nose	Dogul_Dom	kìnjɔ́	k i ˨ n dʒ ɔ ˦	DB,LJ,SW	
5787	nose	Gourou	kírⁿé	k i ˦ r̃ e ˦	DB,LJ,SW	
5788	nose	Jamsay_Douentza	círⁿé	tʃ i ˦ r̃ e ˦	DB,LJ,SW	
5790	nose	Mombo	kínjà	k i ˦ n dʒ a ˨	DB,LJ,SW	
5791	nose	Najamba	kìnjâ:	k i ˨ n dʒ aː ˥˩	DB,LJ,SW	k i ˨ n dʒ ɛː ˥˩
5793	nose	Nanga	kírⁿê	k i ˦ r̃ e ˥˩	DB,LJ,SW	
5794	nose	Penange	kìmjà	k i ˨ m dʒ a ˨	DB,LJ,SW	
5795	nose	Perge_Tegu	kírⁿé	k i ˦ r̃ e ˦	DB,LJ,SW	
5797	nose	Tebul_Ure	cíné	tʃ i ˦ n e ˦	DB,LJ,SW	
5798	nose	Tiranige	cínjɔ́	tʃ i ˦ n dʒ ɔ ˦	DB,LJ,SW	
5799	nose	Togo_Kan	kírⁿí	k i ˦ r̃ i ˦	DB,LJ,SW	
5800	nose	Tommo_So	kínú	k i ˦ n u ˦	DB,LJ,SW	
5803	nose	Toro_Tegu	cìrⁿòká	tʃ i ˨ r̃ o ˨ k a ˦	DB,LJ,SW	
5804	nose	Yanda_Dom	cìnzà	tʃ i ˨ n z a ˨	DB,LJ,SW	
5805	nose	Yorno_So	kín	k i ˦ n	DB,LJ,SW	
5806	nose	Donno_So	kínù	k i ˦ n u ˨	DB,LJ,SW	
#
5847	oil (vegetable, liquid or buttery)	Bangime	ŋʷɛ̀ɛ́	ŋʷ ɛː ˩˥	DB,SW	
5848	oil (vegetable, liquid or buttery)	Bankan_Tey	nǐ:	n iː ˩˥	DB,SW	
5849	oil (vegetable, liquid or buttery)	Ben_Tey	nìsárⁿá	n i ˨ s a ˦ r̃ a ˦	DB,SW	n u ˨ s a ˦ r̃ a ˦
5851	oil (vegetable, liquid or buttery)	Bunoge	nú	n u ˦	DB,SW	
5852	oil (vegetable, liquid or buttery)	Dogul_Dom	nèègú	n eː ˨ ɡ u ˦	DB,SW	
5853	oil (vegetable, liquid or buttery)	Gourou	nùŋú	n u ˨ ŋ u ˦	DB,SW	
5854	oil (vegetable, liquid or buttery)	Jamsay_Douentza	nǔŋ	n u ˩˥ ŋ	DB,SW	
5856	oil (vegetable, liquid or buttery)	Mombo	nû:	n uː ˥˩	DB,SW	
5857	oil (vegetable, liquid or buttery)	Najamba	nègé	n e ˨ ɡ e ˦	DB,SW	n e ˩˥ ŋ ɡ o ˦
5859	oil (vegetable, liquid or buttery)	Nanga	lì:gí	l iː ˨ ɡ i ˦	DB,SW	
5860	oil (vegetable, liquid or buttery)	Penange	nù:	n uː ˨	DB,SW	
5861	oil (vegetable, liquid or buttery)	Perge_Tegu	nùŋgú	n u ˨ ŋ ɡ u ˦	DB,SW	
5863	oil (vegetable, liquid or buttery)	Tebul_Ure	nùrⁿó	n u ˨ r̃ o ˦	DB,SW	
5864	oil (vegetable, liquid or buttery)	Tiranige	nú:	n uː ˦	DB,SW	
5865	oil (vegetable, liquid or buttery)	Togo_Kan	nìŋí	n i ˨ ŋ i ˦	DB,SW	
5866	oil (vegetable, liquid or buttery)	Tommo_So	níyɛ́	n i ˦ j ɛ ˦	DB,SW	
5868	oil (vegetable, liquid or buttery)	Toro_Tegu	lǒw	l o ˩˥ w	DB,SW	
5869	oil (vegetable, liquid or buttery)	Yanda_Dom	nì:	n iː ˨	DB,SW	
5870	oil (vegetable, liquid or buttery)	Yorno_So	nǐ:	n iː ˩˥	DB,SW	
5871	oil (vegetable, liquid or buttery)	Donno_So	ně:	n eː ˩˥	DB,SW	
#
5872	okra	Bangime	màjí	m a ˨ dʒ i ˦	DB,SW	
5873	okra	Bankan_Tey	tólóy	t o ˦ l o ˦ j	DB,SW	
5874	okra	Ben_Tey	póró	p o ˦ r o ˦	DB,SW	
5875	okra	Bunoge	mà:nàjí	m aː ˨ n a ˨ dʒ i ˦	DB,SW	
5876	okra	Dogul_Dom	gáŋájɛ̀	ɡ a ˦ ŋ a ˦ dʒ ɛ ˨	DB,SW	
5877	okra	Gourou	pó:ró	p oː ˦ r o ˦	DB,SW	
5878	okra	Jamsay_Douentza	póró	p o ˦ r o ˦	DB,SW	
5879	okra	Mombo	gáŋá:jì	ɡ a ˦ ŋ aː ˦ dʒ i ˨	DB,SW	
5880	okra	Najamba	gɔ́ŋ	ɡ ɔ ˦ ŋ	DB,SW	ɡ ɔ ˦ ŋ ɡ o ˦
5882	okra	Nanga	póró	p o ˦ r o ˦	DB,SW	
5883	okra	Penange	kɔ́:nám	k ɔː ˦ n a ˦ m	DB,SW	
5884	okra	Perge_Tegu	póró	p o ˦ r o ˦	DB,SW	
5886	okra	Tebul_Ure	ɔ̀rà:póró	ɔ ˨ r aː ˨ p o ˦ r o ˦	DB,SW	
5887	okra	Tiranige	mànàjí	m a ˨ n a ˨ dʒ i ˦	DB,SW	
5888	okra	Togo_Kan	ɔ̀gɔ̀pó:ró	ɔ ˨ ɡ ɔ ˨ p oː ˦ r o ˦	DB,SW	
5889	okra	Tommo_So	gáŋààjù	ɡ a ˦ ŋ aː ˨ dʒ u ˨	DB,SW	m a ˦ n aː ˨ dʒ i ˨
5892	okra	Toro_Tegu	tɔ̀rⁿí	t ɔ ˨ r̃ i ˦	DB,SW	
5893	okra	Yanda_Dom	póró	p o ˦ r o ˦	DB,SW	
5894	okra	Yorno_So	gáŋà:jù	ɡ a ˦ ŋ aː ˨ dʒ u ˨	DB,SW	
5895	okra	Donno_So	gáŋà:dù	ɡ a ˦ ŋ aː ˨ d u ˨	DB,SW	
#
5896	old (thing, animal)	Bangime	kááw̃á	k aː ˦ w̃ a ˦	DB,LJ,SW	ʃ i ˦ dʒ e ˦ n d ɛ
5898	old (thing, animal)	Bankan_Tey	pɛ̌:	p ɛː ˩˥	DB,LJ,SW	
5899	old (thing, animal)	Ben_Tey	pɛ̌:	p ɛː ˩˥	DB,LJ,SW	
5900	old (thing, animal)	Bunoge	ʔìlɛ̀	ʔ i ˨ l ɛ ˨	DB,LJ,SW	
5901	old (thing, animal)	Dogul_Dom	dìyɔ́	d i ˨ j ɔ ˦	DB,LJ,SW	
5902	old (thing, animal)	Gourou	kó:ró	k oː ˦ r o ˦	DB,LJ,SW	p ɛ ˦ j̃
5904	old (thing, animal)	Jamsay_Douentza	pɛ̌yⁿ	p ɛ ˩˥ j̃	DB,LJ,SW	
5906	old (thing, animal)	Mombo	ká:nú	k aː ˦ n u ˦	DB,LJ,SW	
5907	old (thing, animal)	Najamba	kúnjɛ́:	k u ˦ n dʒ ɛː ˦	DB,LJ,SW	k u ˦ n dʒ ɔː ˦
5909	old (thing, animal)	Nanga	pɛ̌:	p ɛː ˩˥	DB,LJ,SW	
5910	old (thing, animal)	Penange	ká:mnɔ́	k aː ˦ m n ɔ ˦	DB,LJ,SW	
5911	old (thing, animal)	Perge_Tegu	pɛ̌y	p ɛ ˩˥ j	DB,LJ,SW	
5913	old (thing, animal)	Tebul_Ure	pɛ̀ygɔ́	p ɛ ˨ j ɡ ɔ ˦	DB,LJ,SW	p ɛː ˩˥
5915	old (thing, animal)	Tiranige	kúnjú	k u ˦ n dʒ u ˦	DB,LJ,SW	
5916	old (thing, animal)	Togo_Kan	pɛ̌ⁿ	p ɛ̃ ˩˥	DB,LJ,SW	
5917	old (thing, animal)	Tommo_So	pɛ̌y	p ɛ ˩˥ j	DB,LJ,SW	
5920	old (thing, animal)	Toro_Tegu	yɔ̌:	j ɔː ˩˥	DB,LJ,SW	w aː ˦ ɡ u ˦
5922	old (thing, animal)	Yanda_Dom	mù	m u ˨	DB,LJ,SW	p ɛ ˨ j
5924	old (thing, animal)	Yorno_So	pɛ̌y	p ɛ ˩˥ j	DB,LJ,SW	
5925	old (thing, animal)	Donno_So	pɛ̌y	p ɛ ˩˥ j	DB,LJ,SW	
#
5946	one	Bangime	té	t e ˦	DB,LJ,SW	t i ˩˥ dʒ ɛ ˦
5948	one	Bankan_Tey	tùmá	t u ˨ m a ˦	DB,LJ,SW	
5949	one	Ben_Tey	tùwⁿɔ́	t u ˨ w̃ ɔ ˦	DB,LJ,SW	t u ˨ w̃ ɔ ˦ j ɛ ˨ // t u ˨ w̃ ɔ ˥˩ m
5952	one	Bunoge	tó:lì	t oː ˦ l i ˨	DB,LJ,SW	
5953	one	Dogul_Dom	tɔ́mɔ̀	t ɔ ˦ m ɔ ˨	DB,LJ,SW	
5954	one	Gourou	túrú	t u ˦ r u ˦	DB,LJ,SW	
5955	one	Jamsay_Douentza	túrú	t u ˦ r u ˦	DB,LJ,SW	
5956	one	Mombo	yɛ̀: tá:ŋgù	j ɛː ˨ # t aː ˦ ŋ ɡ u ˨	DB,LJ,SW	
5957	one	Najamba	kúndé	k u ˦ n d e ˦	DB,LJ,SW	
5958	one	Nanga	tùmâ	t u ˨ m a ˥˩	DB,LJ,SW	
5959	one	Penange	tà:ŋgà	t aː ˨ ŋ ɡ a ˨	DB,LJ,SW	
5960	one	Perge_Tegu	túrú	t u ˦ r u ˦	DB,LJ,SW	
5963	one	Tebul_Ure	túrɛ̀:	t u ˦ r ɛː ˨	DB,LJ,SW	t u ˦ r u ˨ ɡ ɔ ˨
5965	one	Tiranige	tò:mà	t oː ˨ m a ˨	DB,LJ,SW	
5966	one	Togo_Kan	túrú	t u ˦ r u ˦	DB,LJ,SW	
5967	one	Tommo_So	túrú	t u ˦ r u ˦	DB,LJ,SW	
5968	one	Toro_Tegu	túrú	t u ˦ r u ˦	DB,LJ,SW	
5969	one	Yanda_Dom	tùmá	t u ˨ m a ˦	DB,LJ,SW	
5970	one	Yorno_So	túrú	t u ˦ r u ˦	DB,LJ,SW	
5971	one	Donno_So	túrù	t u ˦ r u ˨	DB,LJ,SW	
#
5973	one (in counting)	Bankan_Tey	tùmá:	t u ˨ m aː ˦	DB	
5974	one (in counting)	Ben_Tey	tùmɔ́:	t u ˨ m ɔː ˦	DB	
5975	one (in counting)	Bunoge	ǹtó:ró	n ˨ t oː ˦ r o ˦	DB	
5976	one (in counting)	Dogul_Dom	tɔ́mɔ̀	t ɔ ˦ m ɔ ˨	DB	
5977	one (in counting)	Jamsay_Douentza	túrú	t u ˦ r u ˦	DB	
5979	one (in counting)	Mombo	tí:tà	t iː ˦ t a ˨	DB	
5980	one (in counting)	Najamba	tô:y	t oː ˥˩ j	DB	
5981	one (in counting)	Nanga	tùmâ	t u ˨ m a ˥˩	DB	
5982	one (in counting)	Penange	tè:dà	t eː ˨ d a ˨	DB	
5983	one (in counting)	Perge_Tegu	tí:rú	t iː ˦ r u ˦	DB	
5985	one (in counting)	Tebul_Ure	tí:rú	t iː ˦ r u ˦	DB	
5986	one (in counting)	Tiranige	tò:mà	t oː ˨ m a ˨	DB	
5987	one (in counting)	Togo_Kan	tí	t i ˦	DB	
5988	one (in counting)	Tommo_So	tíí	t iː ˦	DB	
5989	one (in counting)	Toro_Tegu	túrú	t u ˦ r u ˦	DB	
5990	one (in counting)	Yanda_Dom	tùmá	t u ˨ m a ˦	DB	
5991	one (in counting)	Yorno_So	tí	t i ˦	DB	
5992	one (in counting)	Donno_So	tí→	t i ˦	DB	
#
5993	onion	Bangime	ʒáɣɛ́ɛ̀	ʒ a ˦ ɣ ɛː ˥˩	DB,SW	
5994	onion	Bankan_Tey	gâw	ɡ a ˥˩ w	DB,SW	
5995	onion	Ben_Tey	gâw	ɡ a ˥˩ w	DB,SW	
5996	onion	Bunoge	jàbá	dʒ a ˨ b a ˦	DB,SW	j aː ˦ s eː ˩˥
5998	onion	Dogul_Dom	jàbá	dʒ a ˨ b a ˦	DB,SW	
5999	onion	Gourou	zàwá	z a ˨ w a ˦	DB,SW	
6000	onion	Jamsay_Douentza	jɔ̀wⁿɔ̀î:ⁿ	dʒ ɔ ˨ w̃ ɔ ˨ ĩː ˥˩	DB,SW	ɡ a ˦ b u ˨
6002	onion	Mombo	jábà	dʒ a ˦ b a ˨	DB,SW	
6003	onion	Najamba	gábì	ɡ a ˦ b i ˨	DB,SW	ɡ a ˦ b u ˨
6005	onion	Nanga	gâ:ⁿ	ɡ ãː ˥˩	DB,SW	
