ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
3704	hair	Bankan_Tey	kùyá	k u ˨ j a ˦	DB,LJ,SW
3705	hair	Ben_Tey	kùkùyɔ́	k u ˨ k u ˨ j ɔ ˦	DB,LJ,SW
3706	hair	Bunoge	kùlɛ̀	k u ˨ l ɛ ˨	DB,LJ,SW
3707	hair	Dogul_Dom	kíŋgìlɛ̀	k i ˦ ŋ ɡ i ˨ l ɛ ˨	DB,LJ,SW
3708	hair	Gourou	kúrɔ́	k u ˦ r ɔ ˦	DB,LJ,SW
3709	hair	Jamsay_Douentza	kúrɔ́	k u ˦ r ɔ ˦	DB,LJ,SW
3710	hair	Mombo	kúlɛ́	k u ˦ l ɛ ˦	DB,LJ,SW
3711	hair	Najamba	kùlɛ́	k u ˨ l ɛ ˦	DB,LJ,SW
3712	hair	Najamba	kùlɛ́ŋgó	k u ˨ l ɛ ˦ ŋ ɡ o ˦	DB,LJ,SW
3713	hair	Nanga	kìyá	k i ˨ j a ˦	DB,LJ,SW
3714	hair	Penange	kúlɛ́	k u ˦ l ɛ ˦	DB,LJ,SW
3715	hair	Perge_Tegu	kúrɔ́	k u ˦ r ɔ ˦	DB,LJ,SW
3716	hair	Sangha_So	kùkùrí	k u ˨ k u ˨ r i ˦	DB,LJ,SW
3717	hair	Tebul_Ure	kùŋgùlàíyɛ́	k u ˨ ŋ ɡ u ˨ l a ˨ i ˦ j ɛ ˦	DB,LJ,SW
3718	hair	Tiranige	kùlèŋgè	k u ˨ l e ˨ ŋ ɡ e ˨	DB,LJ,SW
3719	hair	Togo_Kan	kúrɔ́	k u ˦ r ɔ ˦	DB,LJ,SW
3720	hair	Tommo_So	kúló	k u ˦ l o ˦	DB,LJ,SW
3721	hair	Tomo_Kan_Diangassagou	kùlɛ́	k u ˨ l ɛ ˦	DB,LJ,SW
3722	hair	Tomo_Kan_Segue	kùlɛ́	k u ˨ l ɛ ˦	DB,LJ,SW
3723	hair	Toro_Tegu	kúrɔ́	k u ˦ r ɔ ˦	DB,LJ,SW
3724	hair	Yanda_Dom	kùlà	k u ˨ l a ˨	DB,LJ,SW
3725	hair	Yorno_So	kùkûl	k u ˨ k u ˥˩ l	DB,LJ,SW
3726	hand	Ampari	nùmá	n u ˨ m a ˦	DB
3727	hand	Bangime	nníí	n n iː ˦	DB
3728	hand	Bankan_Tey	nǎ:	n aː ˩˥	DB
3729	hand	Ben_Tey	nǎ:	n aː ˩˥	DB
3730	hand	Bunoge	númɛ̀	n u ˦ m ɛ ˨	DB
3731	hand	Dogul_Dom	nùmɔ́	n u ˨ m ɔ ˦	DB
3732	hand	Jamsay_Douentza	nùmó	n u ˨ m o ˦	DB
3733	hand	Jamsay_Mondoro	nùmɔ́	n u ˨ m ɔ ˦	DB
3734	hand	Najamba	nùmǎ:	n u ˨ m aː ˩˥	DB
3735	hand	Najamba	nùmɛ̌:	n u ˨ m ɛː ˩˥	DB
3736	hand	Nanga	nǎ:	n aː ˩˥	DB
3737	hand	Penange	nɛ̀:	n ɛː ˨	DB
3738	hand	Penange	nwɛ̀:	n w ɛː ˨	DB
3739	hand	Perge_Tegu	nùwⁿó	n u ˨ w̃ o ˦	DB
3740	hand	Sangha_So	nɔ́ɔ́	n ɔː ˦	DB
3741	hand	Sangha_So	nùmɔ́	n u ˨ m ɔ ˦	DB
3742	hand	Sangha_So	nùwⁿɔ́	n u ˨ w̃ ɔ ˦	DB
3743	hand	Tebul_Ure	nùmǎ:	n u ˨ m aː ˩˥	DB
3744	hand	Tiranige	númá	n u ˦ m a ˦	DB
3745	hand	Tommo_So	nùmɔ́	n u ˨ m ɔ ˦	DB
3746	hand	Tomo_Kan_Diangassagou	nùmàtàgà	n u ˨ m a ˨ t a ˨ ɡ a ˨	DB
3747	hand	Tomo_Kan_Segue	nùmàcàndà	n u ˨ m a ˨ tʃ a ˨ n d a ˨	DB
3748	hand	Toro_Tegu	lɔ̀tɔ́	l ɔ ˨ t ɔ ˦	DB
3749	hand	Yanda_Dom	nùmà	n u ˨ m a ˨	DB
3750	hand	Yorno_So	nǒyⁿ	n o ˩˥ j̃	DB
3751	hand, arm	Ampari	nùmá	n u ˨ m a ˦	LJ
3752	hand, arm	Bangime	nníí	n n iː ˦	DB,LJ
3753	hand, arm	Bangime	nnìì	n n iː ˨	LJ
3754	hand, arm	Bankan_Tey	nǎ:	n aː ˩˥	DB,LJ
3755	hand, arm	Ben_Tey	nǎ:	n aː ˩˥	DB,LJ
3756	hand, arm	Bunoge	númɛ̀	n u ˦ m ɛ ˨	LJ
3757	hand, arm	Dogul_Dom	nùmɔ́	n u ˨ m ɔ ˦	DB,LJ
3758	hand, arm	Gourou	nùmó	n u ˨ m o ˦	DB,LJ
3759	hand, arm	Jamsay_Douentza	nùmó	n u ˨ m o ˦	DB,LJ
3760	hand, arm	Jamsay_Mondoro	nùmɔ́	n u ˨ m ɔ ˦	LJ
3761	hand, arm	Mombo	nɛ̂:	n ɛː ˥˩	DB,LJ
3762	hand, arm	Mombo	nwɛ̂:	n w ɛː ˥˩	DB,LJ
3763	hand, arm	Najamba	nùmǎ:	n u ˨ m aː ˩˥	DB,LJ
3764	hand, arm	Najamba	nùmɛ̌:	n u ˨ m ɛː ˩˥	DB,LJ
3765	hand, arm	Nanga	nǎ:	n aː ˩˥	DB,LJ
3766	hand, arm	Penange	nɛ̀:	n ɛː ˨	LJ
3767	hand, arm	Penange	nwɛ̀:	n w ɛː ˨	LJ
3768	hand, arm	Perge_Tegu	nùwⁿó	n u ˨ w̃ o ˦	DB,LJ
3769	hand, arm	Sangha_So	nɔ́ɔ́	n ɔː ˦	DB,LJ
3770	hand, arm	Sangha_So	nùmɔ́	n u ˨ m ɔ ˦	DB,LJ
3771	hand, arm	Sangha_So	nùwⁿɔ́	n u ˨ w̃ ɔ ˦	DB,LJ
3772	hand, arm	Tebul_Ure	nùmǎ:	n u ˨ m aː ˩˥	DB,LJ
3773	hand, arm	Tiranige	númá	n u ˦ m a ˦	DB,LJ
3774	hand, arm	Togo_Kan	nùmɔ́	n u ˨ m ɔ ˦	DB,LJ
3775	hand, arm	Tommo_So	nùmɔ́	n u ˨ m ɔ ˦	DB,LJ
3776	hand, arm	Tomo_Kan_Diangassagou	nùmà	n u ˨ m a ˨	DB,LJ
3777	hand, arm	Tomo_Kan_Diangassagou	nùmàtàgà	n u ˨ m a ˨ t a ˨ ɡ a ˨	LJ
3778	hand, arm	Tomo_Kan_Segue	nùmà	n u ˨ m a ˨	DB,LJ
3779	hand, arm	Tomo_Kan_Segue	nùmàcàndà	n u ˨ m a ˨ tʃ a ˨ n d a ˨	LJ
3780	hand, arm	Toro_Tegu	lɔ́	l ɔ ˦	DB,LJ
3781	hand, arm	Toro_Tegu	lɔ̀tɔ́	l ɔ ˨ t ɔ ˦	LJ
3782	hand, arm	Yanda_Dom	nùmà	n u ˨ m a ˨	DB,LJ
3783	hand, arm	Yorno_So	nǒyⁿ	n o ˩˥ j̃	DB,LJ
3784	"hard (""dry"")"	Bangime	kɔ́òⁿ	k ɔ ˦ õ ˨	DB
3785	"hard (""dry"")"	Bankan_Tey	ma᷈wⁿ	m a ˧˦˧ w̃	DB
3786	"hard (""dry"")"	Ben_Tey	mǎ:	m aː ˩˥	DB
3787	"hard (""dry"")"	Jamsay_Douentza	mǎyⁿ	m a ˩˥ j̃	DB
3788	"hard (""dry"")"	Najamba	mǎyyè	m a ˩˥ j j e ˨	DB
3789	"hard (""dry"")"	Najamba	mǎyŋgò	m a ˩˥ j ŋ ɡ o ˨	DB
3790	"hard (""dry"")"	Nanga	mǎ:	m aː ˩˥	DB
3791	"hard (""dry"")"	Perge_Tegu	mǎyⁿ	m a ˩˥ j̃	DB
3792	"hard (""dry"")"	Sangha_So	màá	m aː ˩˥	DB
3793	"hard (""dry"")"	Tommo_So	ɛ́ɛ́ⁿ	ɛ̃ː ˦	DB
3794	"hard (""dry"")"	Tommo_So	máyyám	m a ˦ j j a ˦ m	DB
3795	"hard (""dry"")"	Tommo_So	máá	m aː ˦	DB
3796	"hard (""dry"")"	Toro_Tegu	mǎyⁿ	m a ˩˥ j̃	DB
3797	"hard (""dry"")"	Yorno_So	mǎ:	m aː ˩˥	DB
3798	hard, firm, solid, stiff (surface, object)	Bangime	kõ̀ɔ̃́	k õ ˨ ɔ̃ ˦	DB,LJ
3799	hard, firm, solid, stiff (surface, object)	Bangime	kɔ́òⁿ	k ɔ ˦ õ ˨	LJ
3800	hard, firm, solid, stiff (surface, object)	Bankan_Tey	ma᷈wⁿ	m a ˧˦˧ w̃	DB,LJ
3801	hard, firm, solid, stiff (surface, object)	Ben_Tey	ma᷈wⁿ	m a ˧˦˧ w̃	DB,LJ
3802	hard, firm, solid, stiff (surface, object)	Ben_Tey	mǎ:	m aː ˩˥	LJ
3803	hard, firm, solid, stiff (surface, object)	Bunoge	ɲà:ŋì	ɲ aː ˨ ŋ i ˨	DB,LJ
3804	hard, firm, solid, stiff (surface, object)	Gourou	déŋ	d e ˦ ŋ	DB,LJ
3805	hard, firm, solid, stiff (surface, object)	Jamsay_Douentza	déŋ	d e ˦ ŋ	DB,LJ
3806	hard, firm, solid, stiff (surface, object)	Jamsay_Douentza	mǎyⁿ	m a ˩˥ j̃	LJ
3807	hard, firm, solid, stiff (surface, object)	Mombo	kéndékéndú	k e ˦ n d e ˦ k e ˦ n d u ˦	DB,LJ
3808	hard, firm, solid, stiff (surface, object)	Najamba	mǎyyè	m a ˩˥ j j e ˨	DB,LJ
3809	hard, firm, solid, stiff (surface, object)	Najamba	mǎyŋgò	m a ˩˥ j ŋ ɡ o ˨	DB,LJ
3810	hard, firm, solid, stiff (surface, object)	Nanga	ɛ̌:	ɛː ˩˥	DB,LJ
3811	hard, firm, solid, stiff (surface, object)	Nanga	márⁿî	m a ˦ r̃ i ˥˩	DB,LJ
3812	hard, firm, solid, stiff (surface, object)	Nanga	mǎ:	m aː ˩˥	LJ
3813	hard, firm, solid, stiff (surface, object)	Penange	kàmmì	k a ˨ m m i ˨	DB,LJ
3814	hard, firm, solid, stiff (surface, object)	Perge_Tegu	mǎyⁿ	m a ˩˥ j̃	DB,LJ
3815	hard, firm, solid, stiff (surface, object)	Sangha_So	ɛ́ⁿɛ́ⁿ	ɛ̃ ˦ ɛ̃ ˦	DB,LJ
3816	hard, firm, solid, stiff (surface, object)	Sangha_So	màá	m aː ˩˥	LJ
3817	hard, firm, solid, stiff (surface, object)	Tiranige	málání	m a ˦ l a ˦ n i ˦	DB,LJ
3818	hard, firm, solid, stiff (surface, object)	Togo_Kan	kégú	k e ˦ ɡ u ˦	DB,LJ
3819	hard, firm, solid, stiff (surface, object)	Togo_Kan	mǎ	m a ˩˥	DB,LJ
3820	hard, firm, solid, stiff (surface, object)	Tommo_So	ɛ́ɛ́ⁿ	ɛ̃ː ˦	DB,LJ
3821	hard, firm, solid, stiff (surface, object)	Tommo_So	máyyám	m a ˦ j j a ˦ m	DB,LJ
3822	hard, firm, solid, stiff (surface, object)	Tommo_So	máá	m aː ˦	LJ
3823	hard, firm, solid, stiff (surface, object)	Toro_Tegu	mǎyⁿ	m a ˩˥ j̃	LJ
3824	hard, firm, solid, stiff (surface, object)	Toro_Tegu	mǎw	m a ˩˥ w	DB,LJ
3825	hard, firm, solid, stiff (surface, object)	Toro_Tegu	m̀bǎw	m ˨ b a ˩˥ w	DB,LJ
3826	hard, firm, solid, stiff (surface, object)	Yanda_Dom	ʔə̀yⁿàyⁿ	ʔ ə ˨ j̃ a ˨ j̃	DB,LJ
3827	hard, firm, solid, stiff (surface, object)	Yorno_So	ɛ̌:ⁿ	ɛ̃ː ˩˥	DB,LJ
3828	hard, firm, solid, stiff (surface, object)	Yorno_So	mǎ:	m aː ˩˥	LJ
3829	have	Ampari	sò	s o ˨	DB
3830	have	Bankan_Tey	yá só	j a ˦ # s o ˦	DB
3831	have	Ben_Tey	yá só	j a ˦ # s o ˦	DB
3832	have	Bunoge	bò sà	b o ˨ # s a ˨	DB
3833	have	Gourou	yɛ́ sá	j ɛ ˦ # s a ˦	DB
3834	have	Jamsay_Douentza	sà	s a ˨	DB
3835	have	Mombo	sá:	s aː ˦	DB
3836	have	Najamba	jógò	dʒ o ˦ ɡ o ˨	DB
3837	have	Nanga	yá sò	j a ˦ # s o ˨	DB
3838	have	Penange	ɛ̀ⁿ sâⁿ	ɛ̃ ˨ # s ã ˥˩	DB
3839	have	Perge_Tegu	yá sà	j a ˦ # s a ˨	DB
3840	have	Tebul_Ure	yé sɔ̀	j e ˦ # s ɔ ˨	DB
3841	have	Tiranige	sá	s a ˦	DB
3842	have	Togo_Kan	sà	s a ˨	DB
3843	have	Tommo_So	sɛ́	s ɛ ˦	DB
3844	have	Toro_Tegu	sá	s a ˦	DB
3845	have	Yanda_Dom	yà zó	j a ˨ # z o ˦	DB
3846	have	Yanda_Dom	zò	z o ˨	DB
3847	have	Yorno_So	yá sɛ̀	j a ˦ # s ɛ ˨	DB
3848	have ever VPed (experiential perfect suffix or aux)	Ampari	té	t e ˦	DB
3849	have ever VPed (experiential perfect suffix or aux)	Ben_Tey	tâ	t a ˥˩	DB
3850	have ever VPed (experiential perfect suffix or aux)	Bunoge	wɛ́lɛ̀: bò	w ɛ ˦ l ɛː ˨ # b o ˨	DB
3851	have ever VPed (experiential perfect suffix or aux)	Jamsay_Douentza	tɛ́rɛ̀	t ɛ ˦ r ɛ ˨	DB
3852	have ever VPed (experiential perfect suffix or aux)	Najamba	tár jò	t a ˦ r # dʒ o ˨	DB
3853	have ever VPed (experiential perfect suffix or aux)	Nanga	tá:só	t aː ˦ s o ˦	DB
3854	have ever VPed (experiential perfect suffix or aux)	Penange	té	t e ˦	DB
3855	have ever VPed (experiential perfect suffix or aux)	Perge_Tegu	tɛ́sà	t ɛ ˦ s a ˨	DB
3856	have ever VPed (experiential perfect suffix or aux)	Tebul_Ure	tɛ́rɛ́bì	t ɛ ˦ r ɛ ˦ b i ˨	DB
3857	have ever VPed (experiential perfect suffix or aux)	Tiranige	té	t e ˦	DB
3858	have ever VPed (experiential perfect suffix or aux)	Tiranige	tèy	t e ˨ j	DB
3859	have ever VPed (experiential perfect suffix or aux)	Togo_Kan	tɛ́jɛ̀	t ɛ ˦ dʒ ɛ ˨	DB
3860	have ever VPed (experiential perfect suffix or aux)	Tomo_Kan_Segue	cìnì	tʃ i ˨ n i ˨	DB
3861	have ever VPed (experiential perfect suffix or aux)	Toro_Tegu	wâ:	w aː ˥˩	DB
3862	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́bɛ̀	t ɛ ˦ r ɛ ˦ b ɛ ˨	DB
3863	have ever VPed (experiential perfect suffix or aux)	Yanda_Dom	tɛ́rɛ́zò	t ɛ ˦ r ɛ ˦ z o ˨	DB
3864	have ever VPed (experiential perfect suffix or aux)	Yorno_So	tɛ́rɔ̀:	t ɛ ˦ r ɔː ˨	DB
3865	have fun (verb only)	Bangime	sáŋà	s a ˦ ŋ a ˨	DB,SW
3866	have fun (verb only)	Bankan_Tey	cɛ́mírⁿí	tʃ ɛ ˦ m i ˦ r̃ i ˦	DB,SW
3867	have fun (verb only)	Ben_Tey	cɛ́mnɛ́	tʃ ɛ ˦ m n ɛ ˦	DB,SW
3868	have fun (verb only)	Bunoge	mérálè	m e ˦ r a ˦ l e ˨	DB,SW
3869	have fun (verb only)	Dogul_Dom	kɛ̀ndɛ́	k ɛ ˨ n d ɛ ˦	DB,SW
3870	have fun (verb only)	Gourou	kɛ́rⁿíwⁿɛ́	k ɛ ˦ r̃ i ˦ w̃ ɛ ˦	DB,SW
3871	have fun (verb only)	Jamsay_Douentza	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ ˦ r̃ ɛ ˦ w̃ ɛ ˦	DB,SW
3872	have fun (verb only)	Jamsay_Mondoro	cɛ́rⁿɛ́wⁿɛ́	tʃ ɛ ˦ r̃ ɛ ˦ w̃ ɛ ˦	DB,SW
3873	have fun (verb only)	Mombo	mɛ̀rù mɛ́rɛ́	m ɛ ˨ r u ˨ # m ɛ ˦ r ɛ ˦	DB,SW
3874	have fun (verb only)	Najamba	kélám	k e ˦ l a ˦ m	DB,SW
3875	have fun (verb only)	Nanga	kɛ́mírⁿí	k ɛ ˦ m i ˦ r̃ i ˦	DB,SW
3876	have fun (verb only)	Penange	mɛ́rɛ́	m ɛ ˦ r ɛ ˦	DB,SW
3877	have fun (verb only)	Perge_Tegu	kɛ́mnɛ́	k ɛ ˦ m n ɛ ˦	DB,SW
3878	have fun (verb only)	Tebul_Ure	cɛ́mné:	tʃ ɛ ˦ m n eː ˦	DB,SW
3879	have fun (verb only)	Tiranige	nájó	n a ˦ dʒ o ˦	DB,SW
3880	have fun (verb only)	Togo_Kan	kɛ́nì:	k ɛ ˦ n iː ˨	DB,SW
3881	have fun (verb only)	Tommo_So	kílɛ́mɔ́	k i ˦ l ɛ ˦ m ɔ ˦	DB,SW
3882	have fun (verb only)	Toro_Tegu	cɛ́ná	tʃ ɛ ˦ n a ˦	DB,SW
3883	have fun (verb only)	Toro_Tegu	cɛ́nú	tʃ ɛ ˦ n u ˦	DB,SW
3884	have fun (verb only)	Yanda_Dom	cɛ́mnálì	tʃ ɛ ˦ m n a ˦ l i ˨	DB,SW
3885	have fun (verb only)	Yanda_Dom	cɛ́mnɛ́	tʃ ɛ ˦ m n ɛ ˦	DB,SW
3886	have fun (verb only)	Yorno_So	yɔ̀gɔ́rɔ́	j ɔ ˨ ɡ ɔ ˦ r ɔ ˦	DB,SW
3887	have fun (verb only)	Yorno_So	yɔ̀gúrú	j ɔ ˨ ɡ u ˦ r u ˦	DB,SW
3888	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ampari	tílí kánì	t i ˦ l i ˦ # k a ˦ n i ˨	DB
3889	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Ben_Tey	jɛ̀	dʒ ɛ ˨	DB
3890	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Jamsay_Douentza	jɛ̀	dʒ ɛ ˨	DB
3891	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Najamba	jɛ́	dʒ ɛ ˦	DB
3892	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Nanga	jɛ̀	dʒ ɛ ˨	DB
3893	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Penange	dɛ́ŋgɛ́	d ɛ ˦ ŋ ɡ ɛ ˦	DB
3894	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Perge_Tegu	jɛ̀	dʒ ɛ ˨	DB
3895	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tebul_Ure	dɛ̀	d ɛ ˨	DB
3896	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tiranige	sɛ́	s ɛ ˦	DB
3897	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Togo_Kan	jɛ̂	dʒ ɛ ˥˩	DB
3898	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Tomo_Kan_Segue	jɛ̀	dʒ ɛ ˨	DB
3899	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yanda_Dom	zɛ̀	z ɛ ˨	DB
3900	have just VPed, have finished VPing (recent perfect/completive suffix or aux, e.g.-jɛ-, -dɛ-)	Yorno_So	jɛ̀:	dʒ ɛː ˨	DB
3901	have never VPed (experiential perfect negative)	Ampari	térí	t e ˦ r i ˦	DB
3902	have never VPed (experiential perfect negative)	Ben_Tey	tàlí	t a ˨ l i ˦	DB
3903	have never VPed (experiential perfect negative)	Bunoge	wɛ́lɛ̀: ʔórì	w ɛ ˦ l ɛː ˨ # ʔ o ˦ r i ˨	DB
3904	have never VPed (experiential perfect negative)	Jamsay_Douentza	tɛ̀lí	t ɛ ˨ l i ˦	DB
3905	have never VPed (experiential perfect negative)	Najamba	tárál	t a ˦ r a ˦ l	DB
3906	have never VPed (experiential perfect negative)	Nanga	tà:rí	t aː ˨ r i ˦	DB
3907	have never VPed (experiential perfect negative)	Penange	tè:ndí	t eː ˨ n d i ˦	DB
3908	have never VPed (experiential perfect negative)	Perge_Tegu	tɛ̀lí	t ɛ ˨ l i ˦	DB
3909	have never VPed (experiential perfect negative)	Tebul_Ure	tɛ̀ràlí	t ɛ ˨ r a ˨ l i ˦	DB
3910	have never VPed (experiential perfect negative)	Tiranige	té:nì	t eː ˦ n i ˨	DB
3911	have never VPed (experiential perfect negative)	Togo_Kan	tɛ̀lí	t ɛ ˨ l i ˦	DB
3912	have never VPed (experiential perfect negative)	Tomo_Kan_Segue	tàwⁿ	t a ˨ w̃	DB
3913	have never VPed (experiential perfect negative)	Toro_Tegu	wâ:lí	w aː ˥˩ l i ˦	DB
3914	have never VPed (experiential perfect negative)	Yanda_Dom	tɛ́rálì	t ɛ ˦ r a ˦ l i ˨	DB
3915	have never VPed (experiential perfect negative)	Yorno_So	tɛ́rv́	t ɛ ˦ r v ˦	DB
3916	he doesn't have, he lacks	Ampari	sò:ndá	s oː ˨ n d a ˦	DB
3917	he doesn't have, he lacks	Bankan_Tey	sóndó	s o ˦ n d o ˦	DB
3918	he doesn't have, he lacks	Ben_Tey	sòló	s o ˨ l o ˦	DB
3919	he doesn't have, he lacks	Bunoge	sà:ndà	s aː ˨ n d a ˨	DB
3920	he doesn't have, he lacks	Jamsay_Douentza	sà:rá	s aː ˨ r a ˦	DB
3921	he doesn't have, he lacks	Mombo	sá:ndá	s aː ˦ n d a ˦	DB
3922	he doesn't have, he lacks	Najamba	jògòndí	dʒ o ˨ ɡ o ˨ n d i ˦	DB
3923	he doesn't have, he lacks	Nanga	sòǹdó	s o ˨ n ˨ d o ˦	DB
3924	he doesn't have, he lacks	Penange	sá:ndá	s aː ˦ n d a ˦	DB
3925	he doesn't have, he lacks	Perge_Tegu	sà:rá	s aː ˨ r a ˦	DB
3926	he doesn't have, he lacks	Tebul_Ure	sɔ́ndɔ̀	s ɔ ˦ n d ɔ ˨	DB
3927	he doesn't have, he lacks	Tiranige	sà:nà	s aː ˨ n a ˨	DB
3928	he doesn't have, he lacks	Togo_Kan	wó sà:rá	w o ˦ # s aː ˨ r a ˦	DB
3929	he doesn't have, he lacks	Tommo_So	sɛ̀lɛ́	s ɛ ˨ l ɛ ˦	DB
3930	he doesn't have, he lacks	Toro_Tegu	sàrɔ́:	s a ˨ r ɔː ˦	DB
3931	he doesn't have, he lacks	Yanda_Dom	zòń	z o ˨ n ˦	DB
3932	he doesn't have, he lacks	Yorno_So	sɛ̀lɛ́	s ɛ ˨ l ɛ ˦	DB
3933	he is there	Ampari	ám bó	a ˦ m # b o ˦	DB
3934	he is there	Bankan_Tey	yá bún	j a ˦ # b u ˦ n	DB
3935	he is there	Ben_Tey	yá bú	j a ˦ # b u ˦	DB
3936	he is there	Bunoge	bò	b o ˨	DB
3937	he is there	Dogul_Dom	yò bó	j o ˨ # b o ˦	DB
3938	he is there	Gourou	yɔ́ wɔ̀	j ɔ ˦ # w ɔ ˨	DB
3939	he is there	Jamsay_Douentza	yɔ́≡wɔ̀	j ɔ ˦ w ɔ ˨	DB
3940	he is there	Jamsay_Mondoro	yɔ́≡wɔ̀	j ɔ ˦ w ɔ ˨	DB
3941	he is there	Mombo	òbó:	o ˨ b oː ˦	DB
3942	he is there	Najamba	bó	b o ˦	DB
3943	he is there	Nanga	yá bù	j a ˦ # b u ˨	DB
3944	he is there	Penange	nù m̀ bó	n u ˨ # m ˨ # b o ˦	DB
3945	he is there	Perge_Tegu	yɔ̂:	j ɔː ˥˩	DB
3946	he is there	Sangha_So	wó úⁿgɔ́	w o ˦ # ũ ˦ ɡ ɔ ˦	DB
3947	he is there	Tebul_Ure	yé bù	j e ˦ # b u ˨	DB
3948	he is there	Tiranige	é wò	e ˦ # w o ˨	DB
3949	he is there	Togo_Kan	wó yɔ́ wɔ̀	w o ˦ # j ɔ ˦ # w ɔ ˨	DB
3950	he is there	Tommo_So	nɔ̀nú kɔ̂	n ɔ ˨ n u ˦ # k ɔ ˥˩	DB
3951	he is there	Toro_Tegu	á dàwɔ́	a ˦ # d a ˨ w ɔ ˦	DB
3952	he is there	Toro_Tegu	á dɔ̌:	a ˦ # d ɔː ˩˥	DB
3953	he is there	Yanda_Dom	yà bó	j a ˨ # b o ˦	DB
3954	he is there	Yorno_So	yá wɔ̀	j a ˦ # w ɔ ˨	DB
3955	he/she is ADJ' (stative predicate)	Ampari	órù	o ˦ r u ˨	DB
3956	he/she is ADJ' (stative predicate)	Ben_Tey	bû	b u ˥˩	DB
3957	he/she is ADJ' (stative predicate)	Ben_Tey	=m̀	m ˨	DB
3958	he/she is ADJ' (stative predicate)	Bunoge	bò	b o ˨	DB
3959	he/she is ADJ' (stative predicate)	Jamsay_Douentza	=wɔ̀	w ɔ ˨	DB
3960	he/she is ADJ' (stative predicate)	Najamba	m̀	m ˨	DB
3961	he/she is ADJ' (stative predicate)	Nanga	=ẃ	w ˦	DB
3962	he/she is ADJ' (stative predicate)	Penange	yà bó	j a ˨ # b o ˦	DB
3963	he/she is ADJ' (stative predicate)	Tebul_Ure	î:	iː ˥˩	DB
3964	he/she is ADJ' (stative predicate)	Tebul_Ure	y	j	DB
3965	he/she is ADJ' (stative predicate)	Tebul_Ure	u	u	DB
3966	he/she is ADJ' (stative predicate)	Tiranige	bǒ:	b oː ˩˥	DB
3967	he/she is ADJ' (stative predicate)	Togo_Kan	wɔ̂	w ɔ ˥˩	DB
3968	he/she is ADJ' (stative predicate)	Tomo_Kan_Segue	wɔ́	w ɔ ˦	DB
3969	he/she is ADJ' (stative predicate)	Toro_Tegu	wɔ́	w ɔ ˦	DB
3970	he/she is ADJ' (stative predicate)	Yanda_Dom	ḿ bò	m ˦ # b o ˨	DB
3971	he/she is ADJ' (stative predicate)	Yorno_So	wɔ̀	w ɔ ˨	DB
3972	head	Ampari	kò:	k oː ˨	DB,SW
3973	head	Bangime	déɡè	d e ˦ ɡ e ˨	DB,SW
3974	head	Bankan_Tey	kû:	k uː ˥˩	DB,SW
3975	head	Ben_Tey	kùtógórò	k u ˨ t o ˦ ɡ o ˦ r o ˨	DB,SW
3976	head	Ben_Tey	kû:	k uː ˥˩	DB,SW
3977	head	Bunoge	kò	k o ˨	DB,SW
3978	head	Dogul_Dom	kíígù	k iː ˦ ɡ u ˨	DB,SW
3979	head	Gourou	kú:ⁿ	k ũː ˦	DB,SW
3980	head	Jamsay_Douentza	dárⁿá	d a ˦ r̃ a ˦	DB,SW
3981	head	Jamsay_Douentza	kú:ⁿ	k ũː ˦	DB,SW
3982	head	Jamsay_Mondoro	kú:ⁿ	k ũː ˦	DB,SW
3983	head	Mombo	kó:	k oː ˦	DB,SW
3984	head	Najamba	dánà:	d a ˦ n aː ˨	DB,SW
3985	head	Najamba	dánɛ̀:	d a ˦ n ɛː ˨	DB,SW
3986	head	Najamba	kî:	k iː ˥˩	DB,SW
3987	head	Najamba	kî:ŋgè	k iː ˥˩ ŋ ɡ e ˨	DB,SW
3988	head	Nanga	kû:	k uː ˥˩	DB,SW
3989	head	Penange	kó:	k oː ˦	DB,SW
3990	head	Perge_Tegu	kù:tógóró	k uː ˨ t o ˦ ɡ o ˦ r o ˦	DB,SW
3991	head	Sangha_So	kúú	k uː ˦	DB,SW
